manufacturer,model,type,year,price,mileage,location,transmission,fuel_type,grade,car_condition
Honda,Cr-V,Suv,2005,1354000,85995,C45,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2013,2922000,149729,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Nissan,Pathfinder,Suv,2005,1068400,134066,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Accord,Sedan,2003,1074000,91393,C45,automatic,Petrol,D,Nigerian used
Lexus,Gx 470,Suv,2004,3370000,94953,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Nissan,Titan,Pickup,2007,4510000,250091,"C45 , Lagos",automatic,Petrol,C,Foreign used
Volkswagen,Passat,Sedan,2007,1354000,5538,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Mercedes-Benz,GL450,Suv,2012,5610000,61636,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Honda,Cr-V,Suv,2010,2750276,286010,"C45 , Ibadan",automatic,Petrol,E,Foreign used
Ford,Taurus,Sedan,2011,2026000,76003,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Hyundai,Sonata,Sedan,2015,4735000,133217,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Corolla,Sedan,2009,2810000,252128,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Acura,Mdx,Suv,2001,1130000,253471,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Ford,Econoline,Truck,2006,6730000,0,"C45 , Lagos",automatic,Petrol,E,Foreign used
Mercedes-Benz,E350,,2010,8400000,62587,"C45-Express, Lagos",,,,Foreign used
Nissan,Rogue,Suv,2011,2362000,157152,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2010,2250000,60168,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Volkswagen,Jetta,Sedan,1999,536400,117808,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Nissan,Maxima,Sedan,2009,2586000,138830,"C45 , Kaduna",automatic,Petrol,C,Foreign used
Mercedes-Benz,C 240,Sedan,2001,794000,276543,"C45 , Abuja",automatic,Petrol,E,Nigerian used
Acura,Tlx,Sedan,2004,906000,1,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Hyundai,Veloster,Coupe,2012,3146000,117496,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mazda,626,Sedan,1999,850000,185890,"C45 , Abuja",manual,Petrol,E,Nigerian used
Lexus,Rx 350,Suv,2011,7290000,133649,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Mercedes-Benz,GL450,Suv,2008,2810000,103454,"C45 , Kaduna",automatic,Petrol,D,Nigerian used
Toyota,Highlander,Suv,2012,5610000,53156,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Lexus,ES 350,,2016,11000000,0,"C45-Express, Lagos",,,,Foreign used
Honda,Accord,Sedan,2006,1690000,266453,"C45 , Lagos",manual,Diesel,C,Foreign used
Kia,Mohave,Suv,2014,2810000,131528,"C45 , Ilorin",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2012,4490000,123574,"C45 , Lagos",automatic,Petrol,C,Foreign used
Honda,Cr-V,Suv,1997,794000,169621,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Audi,Q7,Mpv,2014,11546000,54861,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2008,3258000,119217,"C45 , Abuja",automatic,Petrol,C,Foreign used
Honda,Odyssey,Mpv,2012,2000000,88720,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Sienna,Bus,2004,2082000,198032,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Volkswagen,Passat,Sedan,2008,1130000,95669,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2002,1690000,184498,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Honda,Accord,Sedan,2006,1018000,91886,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Venza,Suv,2013,8970000,163018,"C45 , Abuja",automatic,Petrol,C,Foreign used
Land Rover,Range Rover Sport,Suv,2013,11210000,92078,"C45 , Lagos",automatic,Petrol,C,Foreign used
Honda,Cr-V,Suv,2005,1186000,338230,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Ford,Escape,Suv,2005,1690000,301670,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Volkswagen,Golf,Sedan,1997,458000,248815,"C45 , Abuja",manual,Petrol,D,Nigerian used
Nissan,Maxima,Sedan,2012,1578000,75011,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Mercedes-Benz,GLK 350,Suv,2012,4490000,182638,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2013,4042000,161235,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Honda,Accord,Sedan,2013,3930000,107706,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Picnic,Sedan,2001,2586000,170241,C45,automatic,Petrol,D,Foreign used
Toyota,Corolla,Sedan,2017,7322500,51938,"C45 , Abuja",automatic,Petrol, ,Foreign used
Toyota,Sienna,Mpv,2015,4490000,55719,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2009,2922000,145587,"C45 , Ibadan",automatic,Petrol,E,Foreign used
Peugeot,607,Sedan,2004,906000,999999,"C45 , Abuja",manual,Petrol,D,Nigerian used
Toyota,Sequoia,Suv,2005,1690000,123905,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Infiniti,Qx,Suv,2001,794000,88566,"C45 , Abuja",automatic,Petrol,E,Nigerian used
Mercedes-Benz,Ml350,Suv,2012,10090000,117389,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Honda,Pilot,Suv,2006,1242000,128687,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Cr-V,Suv,2007,1746000,246449,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Lexus,Rx 300,Suv,2000,1914000,366309,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Mercedes-Benz,C43 Amg,Sedan,2019,22410000,1012,"C45 , Lagos",automatic,Petrol, ,Foreign used
Toyota,Avensis,Sedan,2004,810000,95480,"C45 , Lagos",manual,Petrol, ,Nigerian used
Lexus,Es 350,Suv,2013,10650000,70935,"C45 , Ilorin",automatic,Petrol,C,Foreign used
Lexus,Es 350,Sedan,2010,4266000,172557,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Nissan,Titan,Pickup,2006,2586000,188942,"C45 , Ibadan",automatic,Petrol,C,Nigerian used
Honda,Pilot,Suv,2005,2362000,98335,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Kia,Rio,Sedan,2020,4826000,11673,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2005,2810000,233560,"C45 , Kaduna",automatic,Petrol,D,Foreign used
Toyota,Camry,Sedan,2012,4714000,177369,"C45 , Lagos",automatic,Petrol,D,Foreign used
Hyundai,Sonata,Sedan,2011,2362000,164773,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2015,6730000,78796,C45,automatic,Petrol,D,Foreign used
Honda,Accord,Sedan,1994,402000,147269,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Avalon,Sedan,2011,4266000,105765,"C45 , Lagos",semiautomatic,Petrol,C,Foreign used
Mercedes-Benz,GL450,Suv,2007,3370000,193795,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Toyota,Camry,Sedan,2004,1970000,123335,"C45 , Lagos",automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,2003,738000,261968,C45,automatic,Petrol,D,Nigerian used
Land Rover,Range Rover Velar,Suv,2018,46135000,28425,"C45 , Lagos",automatic,Petrol, ,Foreign used
Honda,Accord,Sedan,2008,1690000,232560,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Cadillac,Srx,Suv,2010,6730000,289580,"C45 , Abuja",automatic,Petrol,C,Foreign used
Kia,Joice,Hatchback,1999,626000,112233,"C45 , Lagos",manual,Petrol,D,Nigerian used
Lexus,Rx 330,Suv,2004,2272400,94657,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Venza,Crossover,2009,4714000,84235,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Honda,Civic,Sedan,2012,2810000,133106,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Venza,Suv,2010,7290000,92945,"C45 , Lagos",automatic,Petrol,C,Foreign used
Audi,A4,Sedan,2009,2922000,88210,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Fj Cruiser,Suv,2007,7850000,126364,"C45 , Abuja",automatic,Petrol,D,Foreign used
Ford,F-150,Pickup,2010,4490000,111867,"C45 , Lagos",automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,2011,1578000,82222,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mercedes-Benz,S600,Sedan,2007,5747500,173040,"C45 , Lagos",automatic,Petrol,C,Foreign used
Hyundai,Elantra,Sedan,2013,3482000,131771,"C45 , Lagos",automatic,Petrol,D,Foreign used
Lexus,Gx 470,Suv,2007,3258000,106218,"C45 , Owerri",automatic,Petrol,D,Nigerian used
Toyota,Solara,Convertible,2007,1690000,92872,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Acura,Zdx,Crossover,2010,3482000,92564,C45,automatic,Petrol,C,Nigerian used
Nissan,Altima,Sedan,2011,2810000,103121,"C45 , Port Harcourt",automatic,Petrol, ,Foreign used
Infiniti,Fx,Suv,2003,2250000,61906,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Accord,Coupe,2013,5162000,12206,"C45 , Lagos",automatic,Petrol,D,Foreign used
Toyota,Camry,Sedan,2006,1522000,160854,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Ford,Flex,Suv,2010,3370000,265485,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Hyundai,Santa Fe,Suv,2009,3034000,140616,"C45 , Lagos",automatic,Petrol, ,Foreign used
Honda,Accord,Sedan,2008,2586000,120801,"C45 , Lagos",automatic,Petrol,C,Foreign used
Hyundai,Sonata,Sedan,2011,2372500,142580,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Mercedes-Benz,E400,Sedan,2005,794000,999999,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Kia,Optima,Sedan,2013,2250000,100614,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Odyssey,Mpv,2008,1866250,195211,C45,automatic,Petrol,C,Foreign used
Lexus,Es,Sedan,2006,1768400,175275,C45,automatic,Petrol,D,Nigerian used
Toyota,Highlander,Suv,2015,10090000,55305,"C45 , Lagos",automatic,Petrol, ,Foreign used
Toyota,Highlander,Suv,2002,1802000,205084,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Rav4,Suv,2008,4042000,186370,"C45 , Owerri",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2003,2362000,184952,"C45 , Owerri",automatic,Petrol,D,Foreign used
Mercedes-Benz,C300,Sedan,2011,5834000,52480,"C45 , Abuja",automatic,Petrol,C,Foreign used
Hyundai,Sonata,Sedan,2012,3370000,169097,"C45 , Lagos",automatic,Petrol,C,Foreign used
Acura,Tl,Sedan,2003,682000,196273,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Nissan,Quest,Bus,2011,5610000,110925,"C45 , Lagos",manual,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2019,18010000,3279,"C45 , Lagos",automatic,Petrol, ,Foreign used
Acura,Mdx,Suv,2008,3930000,97800,C45,automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,1998,570000,171902,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Highlander,Suv,2014,10135000,26894,"C45 , Lagos",automatic,Petrol, ,Foreign used
Honda,Pilot,Suv,2011,4126000,88576,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Sequoia,Suv,2003,1360000,149393,"C45 , Lagos",automatic,Petrol,D,Nigerian used
BMW,7 Series,Sedan,2004,2026000,0,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Toyota,Highlander,Suv,2011,5890000,153503,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Nissan,Altima,Sedan,2005,797500,119212,C45,automatic,Petrol,D,Nigerian used
Hyundai,Azera,Sedan,2015,3930000,48700,"C45 , Asaba",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2010,2362000,183363,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mercedes-Benz,Glk350,Suv,2014,6730000,150571,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Porsche,Cayenne,Suv,2004,2250000,0,"C45 , Lagos",triptonic,Petrol,D,Foreign used
Chevrolet,Traverse,Suv,2014,3930000,41558,"C45 , Port Harcourt",automatic,Petrol,C,Nigerian used
Mercedes-Benz,S550,Sedan,2011,6730000,29644,"C45 , Asaba",automatic,Petrol,C,Foreign used
Audi,Q7,Suv,2012,9530000,128782,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Nissan,Pathfinder,Suv,2013,5610000,47283,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Acura,Tl,Sedan,2009,3594000,88022,"C45 , Lagos",automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,2001,458000,250393,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Nissan,Pathfinder,Suv,2001,570000,117216,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Dodge,Caliber,Hatchback,2008,2250000,181908,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Volkswagen,Passat,Sedan,2012,7850000,21616,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2004,1578000,299999,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Lexus,Rx 350,Suv,2007,2810000,216402,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Mitsubishi,Outlander,Suv,2008,1186000,151472,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Infiniti,Qx,Suv,2001,794000,82053,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mitsubishi,Pajero,Mpv,2008,2474000,143011,"C45 , Lagos",manual,Petrol, ,Nigerian used
Infiniti,Qx,Suv,1999,570000,141626,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Ford,Everest,Suv,2006,2922000,93628,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mercedes-Benz,C300,Sedan,2012,4714000,33326,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Kia,Optima,Sedan,2013,2978000,103338,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2011,3385000,187878,"C45 , Lagos",automatic,Petrol,D,Foreign used
Honda,Odyssey,Mpv,2002,1130000,205760,"C45 , Lagos",automatic,Petrol,D,Foreign used
Mercedes-Benz,Ml500,Suv,2008,4266000,134256,"C45 , Owerri",automatic,Petrol,E,Foreign used
Nissan,Murano,Crossover,2005,1130000,187018,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Corolla,Sedan,2009,2400000,229305,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Mercedes-Benz,CLA250,Sedan,2014,9306000,23430,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Infiniti,G,Sedan,2004,1466000,274687,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Rav4,Suv,2003,1130000,184952,"C45 , Owerri",automatic,Petrol,E,Nigerian used
Nissan,Altima,Sedan,2008,1690000,110765,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Mercedes-Benz,Ml350,Suv,2006,2474000,69439,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2016,5274000,18462,"C45 , Kaduna",automatic,Petrol,D,Foreign used
Toyota,Highlander,Suv,2012,7514000,129730,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,1998,906000,276282,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Highlander,Suv,2013,10090000,84583,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Nissan,Almera,Sedan,2015,906000,0,"C45 , Abuja",automatic,Petrol,E,Nigerian used
Ford,Escape,Suv,2013,4154000,206590,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Porsche,Boxster,Coupe,2003,4714000,130507,"C45 , Lagos",manual,Petrol,D,Foreign used
Peugeot,406,Sedan,2000,906000,42062,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Lexus,Rx 350,Suv,2008,3594000,86079,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Acura,Mdx,Suv,2009,2586000,85408,"C45 , Ilorin",automatic,Petrol,C,Nigerian used
Mitsubishi,L200,Pickup,2014,2922000,109895,"C45 , Lagos",manual,Petrol,E,Nigerian used
Peugeot,307,Convertible,2004,1522000,238198,"C45 , Lagos",manual,Petrol,D,Foreign used
Land Rover,Range Rover HSE,Suv,2008,2810000,123000,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,4Runner,Suv,1999,962000,112729,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Honda,Pilot,Suv,2005,1466000,217266,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Audi,A4,Sedan,1999,1130000,0,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Lexus,Rx 300,Suv,2000,1914000,218484,"C45 , Owerri",automatic,Petrol,E,Nigerian used
Mercedes-Benz,C300,Sedan,2008,2474000,197326,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Tacoma,Truck,2005,3034000,160242,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Mercedes-Benz,E350,Sedan,2011,5834000,41124,"C45 , Kaduna",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,1995,458000,169806,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Ford,Escape,Suv,2004,1810000,233219,"C45 , Lagos",automatic,Petrol, ,Foreign used
Mercedes-Benz,C300,Sedan,2008,2922000,101479,"C45 , Ilorin",automatic,Petrol,C,Nigerian used
Toyota,Highlander,Suv,2001,2026000,162578,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Dodge,Journey,Suv,2009,1250000,138131,"C45 , Port Harcourt",automatic,Petrol,E,Nigerian used
Mercedes-Benz,C280,Sedan,2006,1018000,0,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Mercedes-Benz,E280,Sedan,2007,1466000,72023,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mitsubishi,Endeavor,Suv,2004,1130000,218372,"C45 , Lagos",automatic,Petrol,E,Nigerian used
BMW,X5,Suv,2008,2810000,110861,"C45 , Lagos",automatic,Petrol,E,Foreign used
Mercedes-Benz,C250,Sedan,2011,3930000,110753,"C45 , Lagos",manual,Petrol,C,Foreign used
Peugeot,406,Sedan,1999,585000,130705,"C45 , Abuja",manual,Petrol, ,Nigerian used
Mercedes-Benz,Ml350,Suv,2012,14570000,151325,"C45 , Abuja",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2009,2586000,191467,"C45 , Lagos",automatic,Petrol,D,Foreign used
Mercedes-Benz,C300,Sedan,2009,3706000,95702,"C45 , Lagos",manual,Petrol,D,Foreign used
Toyota,Corolla,Sedan,2017,8970000,56423,"C45 , Lagos",automatic,Petrol,D,Foreign used
Mazda,Mx-5 Miata,Convertible,2011,5050000,9864,"C45 , Lagos",manual,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2007,2082000,196060,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Nissan,Pathfinder,Suv,2014,6000000,7713,"C45 , Abuja",automatic,Petrol,B,Nigerian used
Renault,Kangoo,Mpv,2005,1354000,297800,"C45 , Lagos",automatic,Petrol,D,Foreign used
Kia,Rio,Sedan,2011,794000,133436,"C45 , Lagos",manual,Petrol,D,Nigerian used
Toyota,Land Cruiser Prado,Suv,2013,14570000,114572,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Hyundai,Elantra,Sedan,2010,2698000,97234,"C45 , Ilorin",automatic,Petrol,C,Foreign used
Kia,Cerato,Sedan,2015,2810000,0,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Land Cruiser Prado,Suv,2013,8970000,113303,"C45 , Port Harcourt",manual,Diesel, ,Nigerian used
Jaguar,Xk,Coupe,2007,3395000,999999,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Mercedes-Benz,CLA250,Petrol,2014,11270000,17674,"C45 , Lagos",,automatic,,Foreign used
Ford,Escape,Suv,2014,3957500,69530,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Honda,Odyssey,Petrol,2007,1800000,354559,"C45 , Lagos",,automatic,,Foreign used
Ford,Econoline,Bus,2003,3258000,0,"C45 , Lagos",automatic,Petrol,C,Foreign used
Land Rover,Range Rover Sport,Suv,2006,5050000,179633,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2013,4602000,78355,C45,automatic,Petrol,C,Foreign used
Nissan,Kicks,Suv,2017,6730000,19493,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Skoda,Fabia,Hatchback,2008,794000,231563,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Chevrolet,Trailblazer,Suv,2008,1932500,225848,"C45 , Abuja",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2011,3986000,107354,"C45 , Ibadan",automatic,Petrol, ,Foreign used
Acura,Mdx,Suv,2003,1201250,145434,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Lexus,Es 350,Sedan,2007,4154000,119851,"C45 , Port Harcourt",automatic,Petrol,C,Foreign used
Ford,Escape,Suv,2014,3930000,49215,C45,automatic,Petrol,C,Nigerian used
Infiniti,G,Sedan,2005,1466000,57216,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Mercedes-Benz,Slk350,Convertible,2006,2922000,111079,"C45 , Abuja",automatic,Petrol,D,Foreign used
Mitsubishi,L200,Pickup,2013,2698000,160007,"C45 , Lagos",manual,Petrol,E,Nigerian used
Ford,Escape,Suv,2008,1242000,324614,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Hyundai,Sonata,Sedan,2013,3706000,15711,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Toyota,Avalon,Sedan,2000,1018000,137091,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Ford,Edge,Suv,2007,2045000,213437,C45,automatic,Petrol,E,Nigerian used
Toyota,Corolla,Petrol,2014,3620000,138493,"C45 , Lagos",,automatic,,Nigerian used
Toyota,Highlander,Suv,2011,5610000,52568,"C45 , Port Harcourt",automatic,Petrol,C,Nigerian used
Honda,Accord,Sedan,1998,514000,197503,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Sienna,Mpv,2008,2978000,125469,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2011,5645000,62701,"C45 , Abuja",automatic,Petrol,D,Foreign used
Mercedes-Benz,E350,Sedan,2010,3930000,155764,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Peugeot,407,Sedan,2006,1932500,69745,C45,manual,Diesel,E,Foreign used
Mercedes-Benz,Gl500,Suv,2009,3370000,107213,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,2008,2270000,150492,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Venza,Suv,2011,6320000,185479,"C45 , Lagos",automatic,Petrol,C,Foreign used
Mercedes-Benz,Ml350,Suv,2008,3930000,70513,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Land Cruiser Prado,Suv,2012,9530000,151077,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Avalon,Sedan,2003,1354000,206161,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Hyundai,Genesis,Coupe,2014,6170000,152208,C45,automatic,Petrol,C,Foreign used
Mercedes-Benz,C300,Sedan,2012,5610000,153769,"C45 , Onitsha",automatic,Petrol,C,Foreign used
Mercedes-Benz,Ml350,Suv,2006,2810000,201670,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Volkswagen,Touareg,Suv,2003,1242000,139732,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Lexus,Gs 300,Sedan,2006,3620000,147574,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,4Runner,Suv,2006,2157500,0,"C45 , Owerri",automatic,Petrol,D,Nigerian used
Toyota,Avalon,Sedan,2015,7850000,54954,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2009,2250000,78299,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Ford,Edge,Suv,2011,3146000,50600,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mercedes-Benz,Glk350,Suv,2013,9530000,88188,"C45 , Kaduna",automatic,Petrol, ,Foreign used
Honda,Accord Crosstour,Crossover,2010,3034000,136281,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mercedes-Benz,Ml350,Mpv,2012,11270000,0,"C45 , Lagos",automatic,Diesel,C,Foreign used
Toyota,Camry,Sedan,2009,2270000,51859,"C45 , Abuja",automatic,Hybrid,C,Nigerian used
Mercedes-Benz,E240,Sedan,2004,1370000,285813,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,4Runner,Mpv,2005,3818000,192488,"C45 , Lagos",automatic,Petrol,D,Foreign used
Lexus,Rx 300,Suv,2001,1257500,122080,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Toyota,Sienna,Mpv,2005,2586000,205780,"C45 , Lagos",automatic,Petrol,D,Foreign used
Lexus,Rx 330,Suv,2004,2888750,111128,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mercedes-Benz,Ml350,Petrol,2006,1707500,130553,"C45 , Ilorin",,automatic,,Nigerian used
Mercedes-Benz,G550,Suv,2014,45020000,74549,"C45 , Abuja",automatic,Petrol,B,Foreign used
Mercedes-Benz,G550,Suv,2004,8457500,95507,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Infiniti,Qx,Suv,2001,638750,187665,"C45 , Onitsha",automatic,Petrol,D,Nigerian used
Honda,Odyssey,Mpv,2003,1578000,215678,"C45 , Lagos",automatic,Petrol,E,Foreign used
Audi,Q7,Suv,2007,1802000,86954,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Toyota,Camry,Sedan,2005,1914000,0,"C45 , Owerri",automatic,Petrol,C,Nigerian used
Toyota,Matrix,Sedan,2010,2270000,174452,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Lexus,Rx 350,Suv,2008,3620000,75168,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Venza,Suv,2013,9020000,70340,C45,automatic,Petrol,E,Nigerian used
Nissan,Altima,Sedan,2010,2026000,108814,"C45 , Lagos",automatic,Petrol, ,Foreign used
Toyota,Camry,Sedan,2010,3370000,95650,"C45 , Abuja",automatic,Petrol,E,Nigerian used
Honda,Accord,Petrol,1991,357500,321871,"C45 , Ilorin",,manual,,Nigerian used
Toyota,Sienna,,2004,2026000,0,"C45-Express, Lagos",,,,
Ford,Edge,Petrol,2008,1932500,209637,"C45 , Ilorin",,automatic,,Nigerian used
Toyota,Avalon,Sedan,2006,2035000,240065,"C45 , Abuja",automatic,Petrol,E,Nigerian used
Peugeot,406,Sedan,2004,1032500,266745,"C45 , Abuja",manual,Petrol,D,Nigerian used
Toyota,Land Cruiser Prado,Suv,2013,10145000,68131,"C45 , Abuja",automatic,Petrol,B,Nigerian used
Honda,Pilot,Suv,2009,2157500,89701,"C45 , Lagos",automatic,Petrol,E,Nigerian used
