manufacturer,model,year,price,mileage,location,transmission,fuel_type,grade,car_condition,car_age
Toyota,Corolla,2010,2586000,125289,Lagos,semiautomatic,Petrol,D,Nigerian used,11
Toyota,Highlander,2009,5050000,246794,Abuja,automatic,Petrol,C,Nigerian used,12
Honda,Accord,2008,2250000,50663,Abuja,automatic,Petrol,C,Nigerian used,13
Hyundai,Sonata,2015,5610000,75528,Lagos,automatic,Petrol,C,Nigerian used,6
Mercedes-Benz,C320,2003,1690000,125212,Lagos,automatic,Petrol,D,Foreign used,18
Lexus,Es 350,2006,2922000,163267,Lagos,automatic,Petrol,C,Nigerian used,15
Hyundai,Sonata,2015,6170000,71213,Abuja,automatic,Petrol,C,Foreign used,6
Mercedes-Benz,GLK350,2012,7850000,77160,Abuja,automatic,Petrol,C,Foreign used,9
Toyota,Camry,2007,3930000,121673,Abuja,automatic,Petrol,C,Foreign used,14
Toyota,Camry,2007,4154000,181452,Abuja,automatic,Petrol,C,Foreign used,14
Toyota,Sienna,2007,2250000,76215,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Matrix,2005,1634000,290569,Lagos,automatic,Petrol,D,Nigerian used,16
Lexus,Gs,2008,3000000,99749,Lagos,automatic,Petrol,C,Nigerian used,13
Ford,F-150,2006,4490000,241288,Kaduna,automatic,Petrol,C,Foreign used,15
Lexus,GX470,2007,3706000,121752,Lagos,automatic,Petrol,C,Nigerian used,14
Toyota,Highlander,2005,2586000,261142,Ibadan,automatic,Petrol,D,Nigerian used,16
Toyota,Camry,2007,1690000,133580,PortHarcourt,automatic,Petrol,E,Nigerian used,14
Ford,Explorer,2005,4266000,180814,Kaduna,automatic,Petrol,C,Foreign used,16
BMW,6 Series,2009,7290000,87496,Abuja,automatic,Petrol,C,Nigerian used,12
Ford,Edge,2013,2935000,65443,Lagos,automatic,Petrol,D,Nigerian used,8
Toyota,Camry,2014,4700000,121543,Lagos,automatic,Petrol,D,Foreign used,7
Toyota,Camry,2005,1466000,206477,Abuja,automatic,Petrol,D,Nigerian used,16
Volvo,Xc70,2005,1578000,164014,Lagos,automatic,Petrol,D,Foreign used,16
Toyota,Corolla,2004,1690000,214654,Abuja,automatic,Petrol,D,Nigerian used,17
Honda,Cr-V,2015,6506000,134028,Lagos,automatic,Petrol,C,Foreign used,6
Nissan,Maxima,2011,4490000,201490,PortHarcourt,automatic,Petrol,D,Nigerian used,10
Lexus,Gs 330,2006,3594000,173985,Ibadan,automatic,Petrol,C,Foreign used,15
Honda,Pilot,2004,1802000,218474,Lagos,automatic,Petrol,E,Nigerian used,17
Toyota,Auris,2007,1690000,89531,Benin,automatic,Petrol,C,Nigerian used,14
Suzuki,Sx4,2009,906000,180308,Lagos,automatic,Petrol,D,Nigerian used,12
Nissan,Pathfinder,2006,1746000,185661,Kaduna,automatic,Petrol,D,Nigerian used,15
Toyota,Camry,2003,1914000,117335,Akure,automatic,Petrol,C,Nigerian used,18
Toyota,Sienna,2005,1914000,251184,Lagos,automatic,Petrol,D,Nigerian used,16
Mitsubishi,Pajero,2011,2250000,143035,PortHarcourt,automatic,Petrol,E,Nigerian used,10
Mazda,Premacy,2003,514000,202108,Ilorin,manual,Petrol,D,Nigerian used,18
Toyota,Sienna,2006,1466000,194840,Lagos,automatic,Petrol,D,Nigerian used,15
Toyota,Camry,2007,2138000,169909,Abuja,automatic,Petrol,D,Nigerian used,14
Toyota,Sienna,2006,2250000,153948,PortHarcourt,automatic,Petrol,D,Nigerian used,15
Opel,Signum,2003,928400,245569,Kaduna,automatic,Petrol,D,Nigerian used,18
Kia,Rio,2012,1466000,110016,Lagos,manual,Petrol,C,Nigerian used,9
Toyota,Camry,2007,2250000,19381,Onitsha,automatic,Petrol,D,Nigerian used,14
Toyota,Corolla,2004,1802000,153957,Abuja,automatic,Petrol,C,Nigerian used,17
Toyota,Camry,2010,3594000,219001,Lagos,automatic,Petrol,D,Foreign used,11
Toyota,Corolla,2018,6002000,79624,Abuja,automatic,Petrol,C,Nigerian used,3
Toyota,Corolla,2004,1690000,182430,PortHarcourt,automatic,Petrol,E,Nigerian used,17
Kia,Rio,2014,1466000,187510,Abuja,automatic,Petrol,C,Nigerian used,7
Nissan,Pathfinder,2006,2250000,204525,Ibadan,automatic,Petrol,C,Foreign used,15
Pontiac,Vibe,2004,1774000,179209,Lagos,automatic,Petrol,E,Nigerian used,17
Toyota,Venza,2009,5162000,108893,Abuja,automatic,Petrol,C,Nigerian used,12
Honda,Cr-V,2015,6506000,97375,Abuja,automatic,Petrol,C,Nigerian used,6
Toyota,Tacoma,2010,7290000,81648,Lagos,automatic,Petrol,D,Nigerian used,11
Peugeot,807,2009,1186000,201793,Lagos,automatic,Petrol,C,Nigerian used,12
Lexus,GX470,2004,3594000,224080,Onitsha,automatic,Petrol,D,Nigerian used,17
Mercedes-Benz,GLK350,2010,4266000,304338,Abuja,automatic,Petrol,C,Nigerian used,11
Honda,Pilot,2009,2586000,177894,Abuja,automatic,Petrol,D,Nigerian used,12
Infiniti,FX35,2003,1466000,163350,Lagos,automatic,Petrol,D,Nigerian used,18
Toyota,Camry,2009,2026000,64355,PortHarcourt,automatic,Petrol,D,Nigerian used,12
Nissan,Xterra,2007,1130000,220436,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Matrix,2003,1690000,174405,Abuja,automatic,Petrol,E,Nigerian used,18
Toyota,Camry,2011,3594000,205027,Abuja,automatic,Petrol,C,Nigerian used,10
GAC,GS4,2016,4546000,41060,Lagos,automatic,Petrol,D,Nigerian used,5
Hyundai,Veracruz,2008,2250000,118584,Lagos,automatic,Petrol,C,Nigerian used,13
Ford,Focus,2013,3594000,58662,Lagos,automatic,Petrol,C,Nigerian used,8
Mazda,626,1996,458000,222123,Lagos,manual,Petrol,D,Nigerian used,25
Toyota,Camry,2002,1634000,121698,Lagos,automatic,Petrol,D,Nigerian used,19
Toyota,Camry,2005,2026000,145653,Lagos,automatic,Petrol,E,Nigerian used,16
Toyota,Sienna,2002,1354000,120943,Ibadan,automatic,Petrol,C,Nigerian used,19
Toyota,Sienna,2008,3594000,105712,Abuja,automatic,Petrol,C,Nigerian used,13
Lexus,GS 350,2008,3146000,87962,Lagos,automatic,Petrol,C,Nigerian used,13
Mercedes-Benz,Ml350,2006,5106000,171408,Lagos,automatic,Petrol,C,Foreign used,15
Toyota,Camry,2002,1410000,324286,Ibadan,automatic,Petrol,D,Nigerian used,19
Toyota,Highlander,2008,4042000,202736,Lagos,automatic,Petrol,D,Nigerian used,13
Volvo,Xc90,2004,1242000,299842,Lagos,automatic,Petrol,D,Nigerian used,17
Toyota,Sienna,2005,1970000,222809,Lagos,automatic,Petrol,C,Nigerian used,16
Jeep,Grand Cherokee,2011,3370000,95697,Lagos,automatic,Petrol,C,Nigerian used,10
Volkswagen,Passat,2015,5610000,3670,PortHarcourt,automatic,Petrol,C,Nigerian used,6
Toyota,4Runner,2004,1130000,214795,Lagos,automatic,Petrol,E,Nigerian used,17
Honda,Accord,2004,1130000,201756,Lagos,automatic,Petrol,D,Nigerian used,17
Toyota,Yaris,2008,1466000,145017,Lagos,automatic,Petrol,D,Nigerian used,13
Lexus,Rx 350,2007,2810000,112160,Onitsha,automatic,Petrol,C,Nigerian used,14
Mercedes-Benz,S550,2007,5610000,94740,Kaduna,automatic,Petrol,C,Nigerian used,14
Toyota,Rav4,2007,4490000,187844,Lagos,automatic,Petrol,C,Foreign used,14
Toyota,Avalon,2013,4714000,110091,Abuja,automatic,Petrol,C,Nigerian used,8
BMW,X5,2007,3146000,214798,Lagos,automatic,Petrol,C,Nigerian used,14
Ford,Explorer,2012,5946000,98535,Lagos,automatic,Petrol,C,Foreign used,9
Lexus,ES300,2002,2810000,232692,Lagos,automatic,Petrol,C,Foreign used,19
Hyundai,Elantra,2011,3370000,85544,Abuja,automatic,Petrol,C,Nigerian used,10
Honda,Pilot,2006,1690000,230486,Lagos,automatic,Petrol,E,Nigerian used,15
Brilliance,Splendor,2008,906000,119893,Lagos,automatic,Petrol,E,Nigerian used,13
Toyota,Highlander,2004,2026000,255680,Ilorin,automatic,Petrol,E,Foreign used,17
Toyota,Camry,2003,1303750,130458,Lagos,automatic,Petrol,D,Nigerian used,18
Mercedes-Benz,E300,2012,4490000,30791,Lagos,automatic,Petrol,C,Nigerian used,9
Mercedes-Benz,C300,2008,3160000,8688,Lagos,automatic,Petrol,C,Nigerian used,13
Chevrolet,Equinox,2008,2092610,134567,Ibadan,automatic,Petrol,D,Nigerian used,13
Toyota,Matrix,2003,1578000,176470,Lagos,automatic,Petrol,E,Nigerian used,18
Toyota,Camry,2005,2530000,292723,Lagos,automatic,Petrol,D,Foreign used,16
Toyota,Camry,2007,2474000,256575,Lagos,automatic,Petrol,E,Nigerian used,14
Toyota,Avalon,2000,1130000,230976,Ibadan,automatic,Petrol,D,Nigerian used,21
Lexus,Es 350,2011,4042000,91849,PortHarcourt,automatic,Petrol,D,Nigerian used,10
Honda,Accord,2010,3370000,91163,Lagos,automatic,Petrol,C,Foreign used,11
Toyota,Avensis,2006,1298000,157880,Lagos,automatic,Petrol,D,Nigerian used,15
Acura,Mdx,2004,1522000,134559,PortHarcourt,automatic,Petrol,D,Nigerian used,17
Mercedes-Benz,C300,2011,3426000,121000,PortHarcourt,automatic,Petrol,C,Nigerian used,10
Honda,Accord,2015,5162000,43843,Lagos,automatic,Petrol,D,Nigerian used,6
Mercedes-Benz,Ml350,2006,3930000,99488,Onitsha,automatic,Petrol,E,Nigerian used,15
Toyota,Avalon,2008,3482000,130126,Lagos,automatic,Petrol,C,Foreign used,13
Toyota,Camry,2007,3594000,73502,Lagos,automatic,Diesel,E,Foreign used,14
Nissan,Pathfinder,2003,917200,137502,Kaduna,automatic,Petrol,E,Nigerian used,18
Mercedes-Benz,GL450,2007,3930000,88955,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Rav4,2010,4938000,87728,Abuja,automatic,Petrol,C,Foreign used,11
Nissan,Titan,2007,3482000,250138,Lagos,automatic,Petrol,C,Foreign used,14
Toyota,Camry,2007,2026000,77898,Lagos,automatic,Petrol,D,Nigerian used,14
Lexus,Rx300,2000,1690000,108942,PortHarcourt,automatic,Petrol,D,Nigerian used,21
Toyota,Avalon,2005,2026000,90675,Ilorin,automatic,Petrol,D,Foreign used,16
Honda,Odyssey,2007,2026000,235509,Lagos,automatic,Petrol,D,Foreign used,14
Toyota,Sienna,2009,2754000,218864,Lagos,automatic,Petrol,D,Foreign used,12
Mazda,Cx-9,2009,2642000,235602,Lagos,automatic,Petrol,D,Foreign used,12
Ford,Focus,2008,2082000,299021,Lagos,automatic,Petrol,C,Foreign used,13
Toyota,Fortuner,2013,5610000,67230,Lagos,automatic,Petrol,C,Nigerian used,8
Honda,Pilot,2006,995600,240655,Onitsha,automatic,Petrol,D,Nigerian used,15
Honda,Accord,2005,1018000,202025,Lagos,automatic,Petrol,E,Nigerian used,16
Mercedes-Benz,GL450,2007,4490000,101105,Lagos,automatic,Petrol,C,Foreign used,14
Toyota,Camry,2011,2003600,151155,Lagos,automatic,Petrol,C,Nigerian used,10
Mitsubishi,Pajero,2011,3385000,88200,Lagos,automatic,Petrol,D,Nigerian used,10
Chevrolet,Equinox,2010,3146000,166207,Lagos,automatic,Petrol,C,Foreign used,11
Peugeot,206,2004,1074000,255420,Kaduna,manual,Petrol,C,Foreign used,17
Toyota,Camry,2017,7290000,61814,Lagos,automatic,Petrol,E,Foreign used,4
BMW,5 Series,1998,570000,46704,Ibadan,automatic,Petrol,E,Nigerian used,23
Chrysler,200,2012,3370000,49353,Abuja,automatic,Petrol,C,Nigerian used,9
Toyota,Highlander,2010,7850000,88536,Lagos,automatic,Hybrid,D,Foreign used,11
Lexus,ES300,2002,2978000,131396,Lagos,automatic,Petrol,D,Foreign used,19
Toyota,Highlander,2012,7290000,175167,Abuja,automatic,Petrol,C,Foreign used,9
Mercedes-Benz,Ml350,2008,6394000,140027,Lagos,automatic,Petrol,D,Foreign used,13
Mercedes-Benz,E320,2003,1922500,76734,Lagos,automatic,Petrol,D,Foreign used,18
Lexus,Rx 350,2007,3930000,133673,Abuja,automatic,Petrol,C,Nigerian used,14
Mercedes-Benz,C300,2010,4602000,1234,Lagos,automatic,Petrol,C,Foreign used,11
Mercedes-Benz,C230,2005,2810000,250672,Ibadan,automatic,Petrol,C,Foreign used,16
Toyota,Camry,2008,1866250,280599,Lagos,automatic,Petrol,D,Nigerian used,13
Peugeot,406,1999,1018000,279476,Kaduna,manual,Petrol,D,Nigerian used,22
Lexus,Rx 350,2008,4266000,49665,Lagos,automatic,Petrol,C,Nigerian used,13
Lexus,GX470,2005,4826000,284095,Kaduna,automatic,Petrol,C,Nigerian used,16
Toyota,Highlander,2002,2250000,100997,Lagos,automatic,Petrol,D,Nigerian used,19
Hyundai,Touring,2009,2026000,116853,Abuja,automatic,Petrol,D,Nigerian used,12
GMC,Savana,2005,1802000,316957,Lagos,automatic,Petrol,D,Nigerian used,16
Toyota,Corolla,2010,2138000,139138,Lagos,automatic,Petrol,C,Nigerian used,11
Honda,Accord,2013,3146000,54491,Lagos,automatic,Petrol,D,Nigerian used,8
Honda,Accord,2006,906000,191420,Abuja,automatic,Petrol,E,Nigerian used,15
Honda,Pilot,2017,7850000,5158,Lagos,automatic,Petrol,C,Nigerian used,4
Volkswagen,Passat,2009,2810000,139517,Lagos,automatic,Petrol,C,Foreign used,12
Lexus,Is 300,2016,7850000,63086,Lagos,automatic,Petrol,D,Foreign used,5
Honda,Odyssey,2005,1130000,299021,Abuja,automatic,Petrol,E,Nigerian used,16
Mercedes-Benz,GL450,2007,5610000,76947,Ibadan,automatic,Petrol,C,Nigerian used,14
Honda,Accord,2004,1500000,165843,PortHarcourt,automatic,Petrol,C,Nigerian used,17
Toyota,Camry,2012,4714000,170905,Lagos,automatic,Petrol,C,Foreign used,9
Hyundai,Sonata,2011,3930000,152530,Abuja,automatic,Petrol,C,Foreign used,10
Volvo,Xc90,2006,2250000,187435,Lagos,automatic,Petrol,E,Nigerian used,15
Toyota,Corolla,2009,1914000,236295,Lagos,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,GL450,2008,4714000,83333,Lagos,automatic,Petrol,C,Nigerian used,13
Volkswagen,Jetta,2008,1018000,101916,Lagos,automatic,Petrol,D,Nigerian used,13
Volkswagen,Passat,2012,2586000,83024,Onitsha,automatic,Petrol,C,Nigerian used,9
Toyota,Camry,2002,1242000,202836,Lagos,automatic,Petrol,D,Nigerian used,19
Volkswagen,Jetta,2007,1690000,280251,Abuja,automatic,Petrol,D,Nigerian used,14
Toyota,Land Cruiser,2006,2810000,235434,Lagos,automatic,Petrol,D,Nigerian used,15
Ford,Focus,2014,2026000,123096,Abuja,automatic,Petrol,D,Nigerian used,7
Mercedes-Benz,GLK350,2010,5050000,74494,Abuja,automatic,Petrol,D,Nigerian used,11
Honda,Civic,2015,6394000,16747,Abuja,automatic,Petrol,C,Foreign used,6
Ford,Escape,2006,1018000,260765,Akure,automatic,Petrol,C,Nigerian used,15
Nissan,Sunny,2010,1018000,140591,Lagos,manual,Petrol,D,Nigerian used,11
Mazda,626,2001,458000,117579,Lagos,manual,Petrol,E,Nigerian used,20
Toyota,Camry,2006,1634000,123136,Lagos,automatic,Petrol,C,Nigerian used,15
Mercedes-Benz,GLK350,2010,6730000,156155,Lagos,automatic,Petrol,E,Nigerian used,11
Toyota,Camry,2008,1970000,39938,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Rav4,2002,1130000,171126,Lagos,automatic,Petrol,D,Nigerian used,19
Hyundai,Sonata,2015,4826000,92341,Lagos,automatic,Petrol,C,Nigerian used,6
Nissan,Almera,2001,738000,285266,Abuja,manual,Petrol,D,Nigerian used,20
Toyota,Avensis,2001,2026000,117797,Abuja,automatic,Petrol,D,Foreign used,20
Lexus,ES300,2003,1914000,112762,PortHarcourt,automatic,Petrol,C,Nigerian used,18
Honda,Pilot,2006,3034000,139946,Lagos,automatic,Petrol,C,Foreign used,15
Hyundai,Santa Fe,2010,3482000,206050,Lagos,automatic,Petrol,C,Foreign used,11
Nissan,Tiida,2007,1018000,147052,Lagos,manual,Petrol,D,Nigerian used,14
Volkswagen,Passat,2006,1466000,38200,Abuja,automatic,Petrol,D,Nigerian used,15
Toyota,Camry,2004,1690000,124873,Lagos,automatic,Petrol,D,Nigerian used,17
Toyota,Sienna,1998,1466000,225733,Lagos,automatic,Petrol,D,Nigerian used,23
Honda,Accord,2015,6170000,108973,Lagos,automatic,Petrol,C,Nigerian used,6
Mitsubishi,Galant,2004,857000,196036,Lagos,automatic,Petrol,C,Nigerian used,17
Toyota,Camry,2007,2026000,123095,Abuja,automatic,Petrol,D,Nigerian used,14
Lexus,Rx 300,2002,1354000,218109,Lagos,automatic,Petrol,D,Nigerian used,19
Toyota,Rav4,2007,2250000,92595,Lagos,automatic,Petrol,C,Nigerian used,14
Peugeot,307,2004,2026000,209837,Kaduna,automatic,Petrol,C,Foreign used,17
Volkswagen,Touareg,2012,5610000,99868,Lagos,automatic,Petrol,C,Nigerian used,9
Honda,Pilot,2007,2586000,155936,Ibadan,automatic,Petrol,D,Foreign used,14
Honda,Accord,2007,1914000,249616,Abuja,automatic,Petrol,D,Nigerian used,14
Kia,Rio,2011,626000,177755,PortHarcourt,manual,Petrol,E,Nigerian used,10
Honda,Cr-V,2013,4490000,77961,Abuja,automatic,Petrol,C,Foreign used,8
Ford,Focus,2015,2810000,30278,Lagos,automatic,Petrol,C,Nigerian used,6
Toyota,Corolla,2007,1914000,299999,Abuja,automatic,Petrol,D,Nigerian used,14
Audi,A4,1997,626000,168990,Lagos,automatic,Petrol,D,Nigerian used,24
Nissan,Pathfinder,2005,1690000,289927,Lagos,automatic,Petrol,C,Nigerian used,16
Lexus,Gs 300,2006,3818000,164663,Lagos,automatic,Petrol,C,Foreign used,15
Nissan,Pathfinder,2001,906000,180525,Ilorin,automatic,Petrol,D,Nigerian used,20
Mazda,Cx-9,2012,3385000,145955,Lagos,automatic,Petrol,D,Nigerian used,9
Honda,Accord,2006,1074000,234882,Lagos,automatic,Petrol,C,Nigerian used,15
Ford,Explorer,2004,906000,142303,Lagos,automatic,Petrol,D,Nigerian used,17
Volkswagen,Passat,2006,1018000,207282,Lagos,automatic,Petrol,C,Nigerian used,15
Toyota,Rav4,2006,2810000,9016,Lagos,automatic,Petrol,C,Foreign used,15
Toyota,Rav4,2010,2978000,110948,Lagos,automatic,Petrol,C,Nigerian used,11
Acura,Tl,2009,5050000,164082,Lagos,automatic,Petrol,C,Foreign used,12
Lexus,Is 250,2006,3258000,100633,Lagos,automatic,Petrol,E,Foreign used,15
Mercedes-Benz,S350,2007,4490000,39055,Lagos,automatic,Petrol,C,Nigerian used,14
Lexus,Rx 300,1999,1634000,286083,Lagos,automatic,Petrol,D,Nigerian used,22
Peugeot,406,2000,962000,250466,Lagos,manual,Petrol,D,Nigerian used,21
Toyota,Rav4,2012,4434000,94745,Abuja,automatic,Petrol,C,Nigerian used,9
Toyota,Camry,2014,3930000,165660,Abuja,automatic,Petrol,C,Nigerian used,7
Hyundai,Sonata,2006,794000,288906,Abuja,automatic,Petrol,D,Nigerian used,15
Audi,A6,2007,1694500,170226,Asaba,automatic,Diesel,D,Nigerian used,14
Mazda,Cx-9,2007,3146000,229880,Ibadan,automatic,Petrol,D,Foreign used,14
Honda,Accord,2003,850000,200929,Abuja,automatic,Petrol,D,Nigerian used,18
Honda,Accord,2006,1298000,192342,Kaduna,automatic,Petrol,D,Foreign used,15
Toyota,VERSO,2005,2698000,119283,Kaduna,automatic,Petrol,D,Foreign used,16
Toyota,Corolla,2004,1802000,273557,Ilorin,automatic,Petrol,C,Nigerian used,17
Peugeot,206,2004,906000,90568,Ilorin,automatic,Petrol,C,Nigerian used,17
Toyota,Corolla,2003,1522000,244434,Kaduna,automatic,Petrol,D,Nigerian used,18
Toyota,Venza,2011,6730000,50683,Lagos,automatic,Petrol,D,Nigerian used,10
Honda,Odyssey,2007,2250000,209154,Ilorin,automatic,Petrol,E,Foreign used,14
Honda,Pilot,2003,1130000,201786,Lagos,automatic,Petrol,E,Nigerian used,18
Honda,Cr-V,2007,1690000,115409,Abuja,automatic,Petrol,E,Nigerian used,14
Mercedes-Benz,C230,2007,1578000,219795,Abuja,automatic,Petrol,E,Nigerian used,14
Ford,Ranger,2013,2250000,243345,Benin,manual,Petrol,D,Nigerian used,8
Mitsubishi,Galant,1999,570000,147572,Abuja,automatic,Petrol,D,Nigerian used,22
Lexus,Es 350,2008,2810000,73503,Lagos,automatic,Petrol,C,Nigerian used,13
Hyundai,Sonata,2016,6170000,112156,Abuja,automatic,Petrol,C,Foreign used,5
Toyota,Venza,2012,6730000,78310,Ilorin,automatic,Petrol,C,Nigerian used,9
Toyota,4Runner,2005,3930000,223887,Lagos,automatic,Petrol,D,Foreign used,16
Mitsubishi,Outlander,2003,1130000,196353,Ilorin,automatic,Petrol,C,Nigerian used,18
Toyota,Highlander,2013,6842000,103456,Lagos,automatic,Petrol,D,Nigerian used,8
Pontiac,Vibe,2009,2362000,185319,Abuja,automatic,Petrol,C,Nigerian used,12
Ford,Edge,2008,2819500,213096,Onitsha,automatic,Petrol,C,Foreign used,13
Hyundai,Accent,2007,1298000,167562,Lagos,automatic,Petrol,E,Nigerian used,14
Lexus,Rx 300,2000,1914000,132407,Lagos,automatic,Petrol,D,Nigerian used,21
Ford,Explorer,2008,3146000,125629,Abuja,automatic,Petrol,D,Nigerian used,13
Mercedes-Benz,E320,2002,3146000,132573,Kaduna,automatic,Petrol,D,Foreign used,19
Volkswagen,Golf,1993,738000,262043,Benin,manual,Petrol,D,Nigerian used,28
Nissan,Altima,2002,853750,173685,Lagos,automatic,Petrol,D,Nigerian used,19
Honda,Accord,2005,906000,231497,Abuja,automatic,Petrol,D,Nigerian used,16
Honda,Pilot,2003,1130000,201542,Lagos,automatic,Petrol,D,Nigerian used,18
Toyota,Echo,2002,760400,156477,Lagos,automatic,Petrol,D,Nigerian used,19
Toyota,Highlander,2005,2250000,251583,Abuja,automatic,Petrol,E,Nigerian used,16
Toyota,Camry,2011,4154000,138447,Lagos,automatic,Petrol,E,Foreign used,10
Lexus,ES330,2005,2362000,161528,Onitsha,automatic,Petrol,D,Nigerian used,16
Nissan,Pathfinder,2001,906000,198621,Lagos,automatic,Petrol,D,Nigerian used,20
Landrover,Lr2,2008,2586000,139707,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Camry,2009,3594000,133301,Lagos,automatic,Petrol,D,Foreign used,12
Ford,Edge,2015,7402000,118007,Lagos,automatic,Petrol,C,Foreign used,6
Nissan,Pathfinder,2008,1354000,135330,Lagos,automatic,Petrol,E,Nigerian used,13
Mazda,Cx-7,2007,2138000,199838,Ilorin,automatic,Petrol,C,Nigerian used,14
Hyundai,Sonata,2015,5610000,170590,Abuja,automatic,Petrol,C,Nigerian used,6
Lexus,Rx 350,2008,5610000,106037,Lagos,automatic,Petrol,C,Foreign used,13
Volkswagen,Golf,1993,514000,254743,Akure,automatic,Petrol,D,Foreign used,28
Toyota,Corolla,2014,5498000,67153,Kaduna,automatic,Petrol,C,Foreign used,7
Honda,Pilot,2009,3258000,131923,Abuja,automatic,Petrol,E,Nigerian used,12
Toyota,Avensis,2002,1130000,263206,Benin,manual,Petrol,D,Nigerian used,19
Infiniti,Fx,2005,1914000,158943,Lagos,automatic,Petrol,D,Nigerian used,16
Toyota,Matrix,2005,1690000,172535,PortHarcourt,automatic,Petrol,C,Nigerian used,16
Nissan,Altima,2008,2250000,178709,Lagos,automatic,Petrol,C,Foreign used,13
Toyota,Camry,2005,2250000,153736,Benin,automatic,Petrol,D,Nigerian used,16
Honda,Accord,2005,1130000,135651,Lagos,automatic,Petrol,E,Nigerian used,16
Toyota,Camry,2012,3594000,130361,Lagos,automatic,Petrol,D,Nigerian used,9
Toyota,Sienna,2009,2810000,167201,Kaduna,automatic,Petrol,C,Nigerian used,12
Mercedes-Benz,Ml500,2003,1802000,46700,Lagos,automatic,Petrol,D,Nigerian used,18
Toyota,Sienna,2005,1690000,166508,Lagos,automatic,Petrol,D,Nigerian used,16
Toyota,Sequoia,2007,2586000,219423,Abuja,automatic,Petrol,C,Nigerian used,14
Toyota,Camry,2005,1578000,168968,Ilorin,automatic,Petrol,E,Nigerian used,16
Honda,Accord,2005,995600,93244,Lagos,automatic,Petrol,D,Nigerian used,16
Lexus,Is 250,2008,4490000,144988,Lagos,automatic,Petrol,D,Foreign used,13
Toyota,4Runner,2007,2362000,166673,Abuja,automatic,Petrol,C,Nigerian used,14
Honda,Accord,2009,1410000,89679,Abuja,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,C180,2003,2250000,123444,Benin,automatic,Petrol,C,Foreign used,18
Lexus,Is 250,2007,3930000,261421,Lagos,automatic,Petrol,C,Foreign used,14
Toyota,Camry,2004,1578000,87149,Lagos,automatic,Petrol,D,Nigerian used,17
Pontiac,Vibe,2009,3146000,140080,Lagos,automatic,Petrol,C,Foreign used,12
Toyota,Camry,2012,5162000,168348,Abuja,automatic,Petrol,C,Foreign used,9
BMW,5 Series,2004,1354000,226694,Ilorin,automatic,Petrol,E,Nigerian used,17
Toyota,Corolla,2006,1466000,55953,Benin,automatic,Petrol,E,Nigerian used,15
Lexus,Rx 300,2002,1264400,153661,PortHarcourt,automatic,Petrol,D,Nigerian used,19
