manufacturer,model,year,price,mileage,location,transmission,fuel_type,grade,car_condition,car_age
Toyota,Yaris,2009,2586000,176691,Lagos,automatic,Petrol,C,Foreign used,12
Toyota,Corolla,2003,2250000,280020,Lagos,automatic,Petrol,E,Foreign used,18
Acura,Tl,2011,3700000,137009,Lagos,automatic,Petrol,C,Foreign used,10
Hyundai,Accent,2012,1400000,129674,Lagos,automatic,Petrol,E,Nigerian used,9
Skoda,Octavia,1999,1130000,208759,Abuja,manual,Petrol,D,Nigerian used,22
Toyota,Highlander,2008,4490000,109881,Lagos,automatic,Petrol,C,Nigerian used,13
Lexus,Es 350,2007,4266000,190713,Abuja,automatic,Petrol,C,Nigerian used,14
Lexus,Is 250,2006,2586000,183187,Ibadan,automatic,Petrol,D,Nigerian used,15
Mitsubishi,Outlander,2013,2810000,163633,Lagos,automatic,Petrol,C,Foreign used,8
Hyundai,Elantra,2009,1354000,238651,PortHarcourt,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,C300,2009,3146000,176024,Abuja,automatic,Petrol,C,Nigerian used,12
Mercedes-Benz,S550,2008,6730000,93039,Abuja,automatic,Petrol,C,Foreign used,13
Toyota,Corolla,2008,2810000,118274,Abuja,automatic,Petrol,C,Nigerian used,13
Mercedes-Benz,Ml350,2007,2810000,175899,Abuja,automatic,Petrol,C,Nigerian used,14
Hyundai,Santa Fe,2003,1354000,102993,Lagos,automatic,Petrol,D,Foreign used,18
Ford,Focus,2014,1802000,126355,Abuja,automatic,Petrol,D,Nigerian used,7
Toyota,Ipsum,2004,850000,178668,Abuja,automatic,Petrol,E,Nigerian used,17
Chrysler,Pacifica,2005,1690000,213405,Abuja,automatic,Petrol,D,Nigerian used,16
Toyota,4Runner,2013,7290000,47444,Lagos,automatic,Petrol,C,Nigerian used,8
Toyota,Matrix,2003,1522000,212282,Kaduna,automatic,Petrol,C,Nigerian used,18
Toyota,Avanza,2007,906000,183181,PortHarcourt,automatic,Petrol,C,Nigerian used,14
Hyundai,Ix35,2012,3258000,62555,Onitsha,automatic,Petrol,C,Nigerian used,9
Honda,Odyssey,2002,2474000,225823,Lagos,automatic,Petrol,D,Nigerian used,19
Toyota,Corolla,2018,6730000,4051,Lagos,automatic,Petrol,C,Nigerian used,3
Hyundai,Sonata,2012,1914000,124050,Lagos,automatic,Petrol,D,Nigerian used,9
Kia,Optima,2009,1130000,101789,Lagos,manual,Petrol,D,Nigerian used,12
BMW,X5,2012,4490000,54787,Abuja,automatic,Petrol,D,Nigerian used,9
Mercedes-Benz,E350,2010,5834000,27859,Kaduna,automatic,Petrol,C,Nigerian used,11
Mercedes-Benz,Ml350,2008,3157000,152419,Asaba,automatic,Petrol,E,Nigerian used,13
Landrover,HSE,2007,1690000,81842,Lagos,automatic,Petrol,E,Nigerian used,14
Nissan,Murano,2007,2474000,186214,Lagos,automatic,Petrol,D,Foreign used,14
Toyota,Highlander,2008,3706000,307494,Abuja,automatic,Petrol,C,Nigerian used,13
Toyota,Corolla,2002,1690000,244706,Abuja,automatic,Petrol,C,Nigerian used,19
Toyota,Camry,2007,2250000,107032,Lagos,automatic,Petrol,E,Nigerian used,14
Toyota,Highlander,2002,1690000,255895,Abuja,automatic,Petrol,C,Nigerian used,19
Toyota,Corolla,2009,3706000,230153,Lagos,automatic,Petrol,C,Foreign used,12
Honda,Ridgeline,2007,2250000,234499,Ilorin,automatic,Petrol,C,Nigerian used,14
Hyundai,Elantra,2014,2474000,106191,Lagos,automatic,Petrol,D,Nigerian used,7
Mercedes-Benz,C350,2009,3594000,97766,Lagos,automatic,Petrol,D,Nigerian used,12
Toyota,Corolla,2008,1634000,135365,Lagos,automatic,Petrol,D,Nigerian used,13
Ford,F-150,2012,7290000,66752,Lagos,automatic,Petrol,C,Foreign used,9
Toyota,Corolla,2014,4266000,42158,Lagos,automatic,Petrol,E,Nigerian used,7
Nissan,Pathfinder,2002,1018000,223781,Abuja,automatic,Petrol,C,Nigerian used,19
Mercedes-Benz,GL450,2009,3930000,54233,Lagos,automatic,Petrol,D,Nigerian used,12
Toyota,4Runner,2007,3594000,92021,Abuja,automatic,Petrol,C,Nigerian used,14
Lexus,ES330,2006,2362000,105743,Lagos,automatic,Petrol,C,Nigerian used,15
Volvo,S40,2005,1522000,203375,Lagos,automatic,Petrol,C,Nigerian used,16
Hyundai,H1,2009,570000,266306,Ilorin,manual,Petrol,D,Nigerian used,12
Mitsubishi,Montero,2003,1186000,145224,Lagos,automatic,Petrol,D,Nigerian used,18
Toyota,Avalon,2001,794000,99999,Kaduna,automatic,Petrol,E,Nigerian used,20
Honda,Accord,2003,1018000,175473,Abuja,automatic,Petrol,D,Nigerian used,18
Ford,Taurus,2012,4042000,123705,Lagos,automatic,Petrol,D,Foreign used,9
Nissan,Quest,2006,906000,109665,Lagos,automatic,Petrol,D,Nigerian used,15
Honda,Accord Crosstour,2010,2698000,77442,Abuja,automatic,Petrol,C,Nigerian used,11
BMW,3 Series,2008,2250000,182764,Abuja,automatic,Petrol,C,Nigerian used,13
Toyota,Camry,2002,1466000,312751,Lagos,automatic,Petrol,D,Nigerian used,19
Toyota,Sienna,2006,1802000,218089,PortHarcourt,automatic,Petrol,C,Nigerian used,15
Toyota,Corolla,2003,1690000,199765,Kaduna,automatic,Petrol,E,Nigerian used,18
Mercedes-Benz,E350,2010,3146000,163762,Abuja,automatic,Petrol,D,Nigerian used,11
Toyota,Camry,2009,2250000,209614,Lagos,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,GL450,2007,4490000,89535,Lagos,automatic,Petrol,D,Nigerian used,14
Nissan,Pathfinder,2007,1578000,94806,Lagos,automatic,Petrol,E,Nigerian used,14
Honda,Accord,2003,1018000,104520,Abuja,automatic,Petrol,D,Nigerian used,18
Mercedes-Benz,C240,2005,1018000,174446,Abuja,automatic,Petrol,D,Nigerian used,16
Volkswagen,Golf,2012,2250000,142533,Abuja,automatic,Petrol,E,Nigerian used,9
Kia,Cerato,2014,2474000,137240,Abuja,automatic,Petrol,C,Foreign used,7
Hyundai,Elantra,2013,2250000,123903,Abuja,automatic,Petrol,E,Nigerian used,8
Mercedes-Benz,GLK350,2012,5050000,139598,Abuja,automatic,Petrol,C,Nigerian used,9
Toyota,Avensis,2010,2922000,125227,Abuja,automatic,Petrol,C,Nigerian used,11
Toyota,Camry,2007,2698000,74415,Abuja,automatic,Petrol,C,Nigerian used,14
Toyota,Camry,2002,1242000,160249,Lagos,automatic,Petrol,E,Nigerian used,19
Honda,Cr-V,2006,1914000,219578,Abuja,automatic,Petrol,C,Nigerian used,15
Audi,A6,2003,637200,229504,Ibadan,automatic,Petrol,D,Nigerian used,18
Mercedes-Benz,CLS 350,2008,3370000,187822,Lagos,automatic,Petrol,D,Nigerian used,13
Dodge,Caliber,2009,1242000,119496,PortHarcourt,automatic,Petrol,C,Nigerian used,12
Nissan,Pathfinder,2007,1130000,143686,Asaba,automatic,Petrol,D,Nigerian used,14
Volkswagen,Passat,2014,1802000,84477,Lagos,automatic,Petrol,C,Nigerian used,7
Kia,Rio,2005,794000,124436,Abuja,automatic,Petrol,E,Nigerian used,16
Honda,Cr-V,2012,3370000,182755,Kaduna,automatic,Petrol,D,Nigerian used,9
Toyota,Camry,2003,1578000,134324,Abuja,automatic,Petrol,C,Nigerian used,18
Toyota,Camry,2011,2586000,120089,Lagos,automatic,Petrol,D,Nigerian used,10
Toyota,Camry,2000,794000,181052,PortHarcourt,automatic,Petrol,E,Nigerian used,21
Toyota,Highlander,2011,4826000,178127,Lagos,automatic,Petrol,D,Nigerian used,10
Toyota,Camry,2011,4266000,83983,Abuja,automatic,Petrol,C,Foreign used,10
Kia,Rio,2020,5386000,24940,Abuja,automatic,Petrol,C,Nigerian used,1
Toyota,Camry,2013,5610000,84824,Abuja,automatic,Petrol,D,Foreign used,8
Mercedes-Benz,C300,2009,2698000,113123,Abuja,automatic,Petrol,D,Nigerian used,12
Toyota,Venza,2009,4266000,45749,Lagos,automatic,Petrol,D,Nigerian used,12
Lexus,Rx 350,2009,3818000,167468,Abuja,automatic,Petrol,C,Nigerian used,12
Nissan,Altima,2013,2922000,112255,Lagos,automatic,Petrol,D,Foreign used,8
Toyota,Sienna,2006,3818000,163287,Abuja,automatic,Petrol,C,Foreign used,15
Toyota,Camry,2011,4378000,166621,Lagos,automatic,Petrol,C,Foreign used,10
Hyundai,Sonata,2006,2138000,179989,Lagos,automatic,Petrol,C,Foreign used,15
Lincoln,Navigator,2008,4490000,92706,Abuja,automatic,Petrol,C,Nigerian used,13
Nissan,Altima,2007,1466000,226003,Lagos,automatic,Petrol,C,Nigerian used,14
Toyota,Camry,2016,8074000,115541,Lagos,automatic,Petrol,C,Foreign used,5
Toyota,Corolla,2005,1746000,299999,PortHarcourt,automatic,Petrol,D,Nigerian used,16
Toyota,Sienna,2011,5050000,185437,PortHarcourt,automatic,Petrol,C,Foreign used,10
Acura,Zdx,2010,4826000,125646,Abuja,automatic,Petrol,C,Nigerian used,11
Toyota,Land Cruiser,2007,3930000,157115,Abuja,automatic,Petrol,D,Nigerian used,14
Peugeot,407,2004,962000,182995,Ibadan,manual,Petrol,E,Nigerian used,17
Lexus,Es 350,2007,3930000,155076,PortHarcourt,automatic,Petrol,C,Nigerian used,14
Toyota,Corolla,2012,4042000,201957,Lagos,automatic,Petrol,D,Nigerian used,9
Mercedes-Benz,S550,2009,5610000,28760,Abuja,automatic,Petrol,C,Nigerian used,12
Toyota,Sienna,2006,2250000,115211,Lagos,automatic,Petrol,D,Nigerian used,15
Nissan,Pathfinder,2001,738000,138962,Lagos,automatic,Petrol,D,Nigerian used,20
Lexus,Rx 350,2010,7626000,75160,Abuja,automatic,Petrol,C,Foreign used,11
Volkswagen,Touareg,2004,1466000,177645,Onitsha,automatic,Petrol,D,Nigerian used,17
Mercedes-Benz,E350,2013,6170000,91151,Lagos,automatic,Petrol,C,Nigerian used,8
Nissan,Pathfinder,2003,1354000,176922,PortHarcourt,automatic,Petrol,C,Nigerian used,18
Nissan,Altima,2017,5834000,45416,Lagos,automatic,Petrol,C,Foreign used,4
Toyota,Sienna,2005,3258000,203059,Abuja,automatic,Petrol,D,Nigerian used,16
Nissan,Xterra,2003,1022500,181656,Lagos,automatic,Petrol,C,Nigerian used,18
Peugeot,307,2004,1690000,108930,Kaduna,automatic,Petrol,D,Foreign used,17
Volkswagen,Touareg,2006,1074000,167339,Kaduna,manual,Petrol,E,Nigerian used,15
Nissan,Murano,2014,4490000,27556,Lagos,automatic,Petrol,C,Nigerian used,7
Volkswagen,Passat,2007,1186000,249342,Lagos,automatic,Petrol,E,Nigerian used,14
Toyota,HiAce,2007,3930000,52800,Lagos,manual,Petrol,D,Nigerian used,14
Kia,Rio,2013,1130000,74319,Lagos,manual,Petrol,D,Nigerian used,8
Honda,Accord,2009,2810000,150215,Kaduna,automatic,Petrol,D,Foreign used,12
Landrover,Range Rover Sport,2006,2250000,52289,Lagos,automatic,Petrol,C,Nigerian used,15
Toyota,Venza,2011,6506000,109543,Lagos,automatic,Petrol,C,Foreign used,10
Mazda,6,2004,906000,247233,Abuja,manual,Petrol,D,Nigerian used,17
Mercedes-Benz,Ml350,2006,4154000,313146,Lagos,automatic,Petrol,C,Foreign used,15
Chevrolet,Venture,2003,1634000,302895,Lagos,automatic,Petrol,C,Foreign used,18
Hyundai,Accent,2015,3370000,94665,Lagos,automatic,Petrol,E,Foreign used,6
Pontiac,Vibe,2005,2082000,245414,Abuja,automatic,Petrol,C,Nigerian used,16
Lexus,Es 350,2007,3370000,127111,Lagos,automatic,Petrol,C,Nigerian used,14
Toyota,Camry,2012,4490000,139412,PortHarcourt,automatic,Petrol,C,Foreign used,9
Toyota,Camry,2015,5834000,124913,Abuja,automatic,Petrol,C,Nigerian used,6
Opel,Zafira,2000,570000,99999,Kaduna,manual,Petrol,D,Nigerian used,21
Infiniti,Qx56,2011,7850000,31562,Lagos,automatic,Petrol,C,Nigerian used,10
Toyota,Avalon,2007,2586000,217731,Abuja,automatic,Petrol,C,Nigerian used,14
Toyota,Camry,2009,3370000,178052,Lagos,automatic,Petrol,D,Foreign used,12
Hyundai,Genesis,2009,2474000,123738,Lagos,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,Vito,2003,1690000,149883,Kaduna,automatic,Petrol,C,Foreign used,18
Toyota,Corolla,2006,2922000,227870,Lagos,automatic,Petrol,D,Foreign used,15
Honda,Pilot,2010,3146000,84915,Lagos,automatic,Petrol,D,Nigerian used,11
Nissan,Teana,2009,1466000,146559,Lagos,automatic,Petrol,D,Nigerian used,12
Hyundai,Santa Fe,2004,738000,278957,Lagos,automatic,Petrol,C,Nigerian used,17
Lexus,LS460,2008,6618000,92093,Lagos,automatic,Hybrid,C,Foreign used,13
Toyota,Highlander,2012,4154000,78249,Lagos,automatic,Petrol,D,Nigerian used,9
Honda,Pilot,2008,2250000,219550,Lagos,automatic,Petrol,D,Foreign used,13
Acura,Mdx,2006,1466000,104447,Abuja,automatic,Petrol,C,Nigerian used,15
Ford,Edge,2008,1578000,85692,Abuja,automatic,Petrol,D,Nigerian used,13
Hyundai,Veloster,2012,3370000,232898,Lagos,automatic,Petrol,C,Foreign used,9
Landrover,Range Rover Sport,2008,5386000,168019,Lagos,automatic,Petrol,C,Foreign used,13
Ford,Taurus,2012,2586000,91032,Ibadan,automatic,Petrol,D,Nigerian used,9
Honda,Odyssey,2010,2530000,140426,Lagos,automatic,Petrol,C,Foreign used,11
Kia,Sportage,2015,3594000,75337,Lagos,automatic,Petrol,D,Nigerian used,6
Mercedes-Benz,GL450,2010,3930000,109641,Lagos,automatic,Petrol,D,Nigerian used,11
Subaru,Impreza,2008,1578000,198895,Lagos,automatic,Petrol,C,Foreign used,13
Toyota,Sienna,2009,3706000,196771,Lagos,automatic,Petrol,C,Foreign used,12
Toyota,Corolla,2007,1914000,271542,Abuja,automatic,Petrol,E,Nigerian used,14
Lexus,Es 350,2009,2810000,193195,Lagos,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,Vito,2003,2362000,232278,Lagos,manual,Diesel,C,Foreign used,18
Honda,Accord,2008,2026000,75246,Kaduna,automatic,Petrol,E,Nigerian used,13
Lexus,Rx 330,2004,2810000,211757,PortHarcourt,automatic,Petrol,C,Nigerian used,17
Toyota,Celica,2004,1466000,128668,Abuja,automatic,Petrol,D,Nigerian used,17
Lexus,Es 350,2009,2698000,184234,Lagos,automatic,Petrol,D,Nigerian used,12
Hyundai,Elantra,2007,1354000,193281,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Matrix,2007,1802000,286472,Kaduna,automatic,Petrol,D,Nigerian used,14
Nissan,Xterra,2001,906000,246512,Abuja,automatic,Petrol,E,Nigerian used,20
Mazda,5,2007,1914000,186927,Lagos,automatic,Petrol,D,Foreign used,14
Volkswagen,Passat,2006,2257000,156053,Lagos,automatic,Petrol,C,Foreign used,15
Kia,Rio,2017,2810000,24915,Lagos,automatic,Petrol,D,Nigerian used,4
Ford,Edge,2007,2300000,140304,Abuja,automatic,Petrol,C,Nigerian used,14
Toyota,Rav4,2002,1578000,222915,PortHarcourt,automatic,Petrol,D,Nigerian used,19
Toyota,Corolla,2003,2026000,113308,Kaduna,automatic,Petrol,C,Foreign used,18
Ford,E250,2008,2810000,155039,Lagos,automatic,Petrol,C,Nigerian used,13
Honda,Accord,2008,1690000,131983,Abuja,automatic,Petrol,E,Nigerian used,13
Honda,Pilot,2006,2250000,180059,Lagos,automatic,Petrol,D,Foreign used,15
Opel,Vectra,2002,906000,159432,Abuja,automatic,Petrol,E,Nigerian used,19
Toyota,Camry,2011,2082000,51400,Lagos,automatic,Petrol,E,Nigerian used,10
Honda,Accord,2005,906000,86702,Lagos,automatic,Petrol,D,Nigerian used,16
Mercedes-Benz,C230,2009,4602000,68432,Lagos,automatic,Petrol,D,Foreign used,12
Toyota,Camry,2006,1746000,160567,Lagos,automatic,Petrol,E,Nigerian used,15
Mercedes-Benz,C200,1994,1802000,167436,Kaduna,automatic,Petrol,D,Foreign used,27
Honda,Accord,2006,1130000,159179,Abuja,automatic,Petrol,D,Nigerian used,15
Toyota,Venza,2009,3930000,108826,Abuja,automatic,Petrol,C,Nigerian used,12
Hyundai,Elantra,2008,2082000,183430,Lagos,automatic,Petrol,C,Foreign used,13
Nissan,Altima,2011,2250000,133034,Lagos,automatic,Petrol,C,Foreign used,10
Nissan,Murano,2004,1466000,189727,Lagos,automatic,Petrol,E,Nigerian used,17
Ford,E350,2011,4714000,147372,Lagos,automatic,Petrol,D,Nigerian used,10
Kia,Sportage,2010,906000,2500,Lagos,automatic,Petrol,D,Nigerian used,11
Toyota,Camry,2007,2026000,62592,Kaduna,automatic,Petrol,D,Nigerian used,14
Toyota,Sienna,2006,3146000,290550,Lagos,automatic,Petrol,C,Foreign used,15
Volkswagen,Polo,2013,1410000,177427,Abuja,triptonic,Petrol,C,Nigerian used,8
Volkswagen,Golf,2005,1242000,247761,Lagos,manual,Petrol,D,Foreign used,16
Honda,Accord,2004,1018000,142868,Abuja,automatic,Petrol,D,Nigerian used,17
Landrover,Lr3,2009,1914000,84547,Lagos,automatic,Petrol,D,Nigerian used,12
Toyota,Sienna,2002,2026000,292114,Ibadan,automatic,Petrol,D,Foreign used,19
Kia,Cerato,2010,1130000,219201,Kaduna,automatic,Petrol,C,Nigerian used,11
Hyundai,Sonata,2009,1802000,164003,Lagos,automatic,Petrol,D,Foreign used,12
Peugeot,406,2002,906000,84691,Abuja,manual,Petrol,D,Nigerian used,19
Acura,Zdx,2012,4826000,6555,PortHarcourt,automatic,Petrol,C,Nigerian used,9
Honda,Stream,2001,906000,282646,Ibadan,automatic,Petrol,D,Nigerian used,20
Honda,Ridgeline,2006,1914000,72116,Lagos,automatic,Petrol,E,Nigerian used,15
Toyota,Camry,2008,2026000,220773,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Rav4,2007,2306000,122165,Lagos,automatic,Petrol,D,Nigerian used,14
Mercedes-Benz,Ml350,2011,3594000,126321,Lagos,automatic,Petrol,D,Nigerian used,10
Honda,Accord,2006,1410000,256695,Abuja,automatic,Petrol,D,Nigerian used,15
Toyota,Corolla,2017,7626000,37266,Lagos,automatic,Petrol,D,Foreign used,4
Toyota,Avalon,2005,2810000,129185,Lagos,automatic,Petrol,C,Nigerian used,16
Audi,A4,2006,1354000,178553,Abuja,automatic,Petrol,C,Nigerian used,15
Mercedes-Benz,A180,2005,1522000,188214,Lagos,automatic,Diesel,C,Nigerian used,16
Ford,Explorer,2012,5635000,98039,Lagos,automatic,Petrol,E,Foreign used,9
Toyota,Camry,2007,2250000,241430,Kaduna,automatic,Petrol,D,Nigerian used,14
Mercedes-Benz,C180,2008,3370000,311380,Abuja,automatic,Petrol,C,Foreign used,13
Ford,Explorer,2003,3034000,99556,Abuja,automatic,Petrol,D,Nigerian used,18
Lexus,ES300,1998,2026000,161087,Abuja,automatic,Petrol,D,Nigerian used,23
Toyota,Camry,2003,2026000,94240,Lagos,automatic,Petrol,D,Foreign used,18
Honda,Accord,2009,1802000,103091,PortHarcourt,automatic,Petrol,D,Nigerian used,12
Toyota,Corolla,2009,2250000,198547,Ibadan,automatic,Petrol,D,Nigerian used,12
Toyota,Highlander,2013,6760000,99255,Lagos,automatic,Petrol,C,Foreign used,8
Toyota,Camry,2010,2250000,77280,Lagos,automatic,Petrol,D,Nigerian used,11
Toyota,Highlander,2008,5386000,153293,Lagos,automatic,Petrol,C,Nigerian used,13
Hyundai,Elantra,2004,458000,188780,Lagos,automatic,Petrol,D,Nigerian used,17
Chevrolet,Epica,2009,906000,173659,Lagos,automatic,Petrol,E,Nigerian used,12
Kia,Optima,2012,4826000,126269,Lagos,automatic,Petrol,C,Foreign used,9
Chevrolet,Cruze,2012,1522000,47602,Abuja,automatic,Petrol,D,Nigerian used,9
Opel,Astra,2000,794000,158909,Kaduna,manual,Petrol,D,Nigerian used,21
Nissan,Sunny,2006,1018000,73689,Lagos,manual,Petrol,D,Nigerian used,15
Ford,Econoline,2001,2474000,157055,Lagos,automatic,Petrol,D,Nigerian used,20
Lexus,Rx 330,2005,2922000,109429,Ilorin,automatic,Petrol,C,Nigerian used,16
Nissan,Quest,2011,3947500,163576,Lagos,automatic,Petrol,D,Foreign used,10
Ford,Edge,2008,3370000,101628,Lagos,automatic,Petrol,D,Foreign used,13
Toyota,Camry,2007,1466000,304273,Abuja,automatic,Petrol,E,Nigerian used,14
Nissan,Xterra,2005,1130000,49546,Lagos,automatic,Petrol,D,Nigerian used,16
Hyundai,Accent,2011,1074000,25751,Lagos,manual,Petrol,D,Nigerian used,10
Mercedes-Benz,Ml350,2007,3818000,119484,Lagos,automatic,Petrol,D,Nigerian used,14
Mercedes-Benz,E550,2010,3930000,106453,PortHarcourt,automatic,Petrol,C,Nigerian used,11
Toyota,Highlander,2010,5050000,125531,Ibadan,automatic,Petrol,D,Nigerian used,11
Mercedes-Benz,Cl500,2006,2810000,52726,Lagos,automatic,Petrol,D,Foreign used,15
Toyota,Camry,2006,2250000,168063,Lagos,automatic,Petrol,E,Foreign used,15
Honda,Accord,2010,2250000,84385,Onitsha,automatic,Petrol,C,Nigerian used,11
Toyota,Avalon,2003,1242000,149573,Lagos,automatic,Petrol,D,Nigerian used,18
Toyota,Camry,2007,2250000,168992,Abuja,automatic,Petrol,D,Nigerian used,14
Lexus,Rx 330,2005,2810000,142200,Abuja,automatic,Petrol,C,Nigerian used,16
Kia,Cerato,2019,7850000,8645,Lagos,automatic,Petrol,A,Nigerian used,2
Toyota,4Runner,2004,1578000,213500,Lagos,automatic,Petrol,C,Nigerian used,17
Hyundai,Veracruz,2012,4490000,116158,Lagos,automatic,Petrol,D,Foreign used,9
Dodge,Caliber,2007,2922000,88855,Lagos,automatic,Petrol,D,Foreign used,14
Mazda,Premacy,1999,1130000,285125,Abuja,automatic,Petrol,D,Nigerian used,22
Mitsubishi,Pajero,2014,5610000,107105,Lagos,automatic,Petrol,C,Nigerian used,7
Toyota,4Runner,2003,2810000,79102,Abuja,automatic,Petrol,D,Nigerian used,18
Honda,Civic,2013,2362000,89031,Lagos,automatic,Petrol,D,Nigerian used,8
Kia,Optima,2009,850000,17832,PortHarcourt,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,CLS 350,2005,2474000,177051,Lagos,automatic,Petrol,C,Foreign used,16
Jaguar,X-Type,2003,794000,228685,Abuja,automatic,Petrol,D,Nigerian used,18
Honda,Accord,2008,1522000,125051,Kaduna,automatic,Petrol,D,Nigerian used,13
Mercedes-Benz,Ml350,2008,3594000,131427,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Camry,2012,4714000,116839,Lagos,automatic,Petrol,C,Foreign used,9
Nissan,Maxima,2006,1130000,192088,Ibadan,automatic,Petrol,D,Nigerian used,15
Nissan,Murano,2009,1466000,33949,Abuja,automatic,Petrol,C,Nigerian used,12
Nissan,Altima,2007,1074000,102158,Abuja,automatic,Petrol,D,Nigerian used,14
Toyota,Camry,2003,1690000,75607,Lagos,automatic,Petrol,D,Nigerian used,18
Toyota,Sienna,2011,7346000,85361,Lagos,automatic,Petrol,C,Foreign used,10
BMW,5 Series,2011,7290000,156402,Lagos,automatic,Petrol,C,Foreign used,10
Nissan,Titan,2008,2810000,54769,Ibadan,automatic,Petrol,C,Nigerian used,13
Honda,Cr-V,2004,967000,308248,Abuja,automatic,Petrol,C,Nigerian used,17
Toyota,Camry,2005,1690000,224704,Abuja,automatic,Petrol,C,Nigerian used,16
Nissan,X-Trail,2012,6730000,66518,Lagos,automatic,Petrol,C,Foreign used,9
Ford,Explorer,2009,5610000,166537,Lagos,automatic,Petrol,D,Foreign used,12
Honda,Pilot,2011,5610000,61346,Lagos,automatic,Petrol,C,Nigerian used,10
Volvo,V60,2015,7850000,56968,Lagos,automatic,Petrol,C,Foreign used,6
Mercedes-Benz,Ml350,2006,3930000,84358,Abuja,automatic,Petrol,C,Nigerian used,15
Ford,Explorer,2006,1802000,136724,Lagos,automatic,Petrol,C,Nigerian used,15
Volkswagen,CC,2009,2026000,169975,Lagos,automatic,Petrol,D,Nigerian used,12
Toyota,Tundra,2008,3370000,157195,PortHarcourt,automatic,Petrol,D,Nigerian used,13
Honda,Civic,2012,2082000,147569,Akure,automatic,Petrol,C,Nigerian used,9
Toyota,Camry,2002,1242000,116037,Lagos,automatic,Petrol,E,Nigerian used,19
Hyundai,Sonata,2009,1466000,160581,Lagos,automatic,Petrol,E,Nigerian used,12
Honda,City,2006,1018000,138695,Lagos,automatic,Petrol,E,Nigerian used,15
Volkswagen,Tiguan,2010,3146000,98337,Lagos,automatic,Petrol,C,Foreign used,11
Toyota,Corolla,2003,1578000,208233,Kaduna,automatic,Petrol,D,Nigerian used,18
Toyota,Camry,2007,2026000,101370,Ilorin,automatic,Petrol,D,Nigerian used,14
Acura,Mdx,2002,1018000,307500,PortHarcourt,automatic,Petrol,D,Nigerian used,19
Lexus,Es 350,2007,3370000,147952,PortHarcourt,automatic,Petrol,C,Nigerian used,14
Toyota,Matrix,2003,2474000,217913,Lagos,automatic,Petrol,D,Foreign used,18
Lexus,Rx 300,2000,1914000,151421,Ilorin,automatic,Petrol,D,Nigerian used,21
Toyota,Sequoia,2002,1186000,126704,Lagos,automatic,Petrol,D,Nigerian used,19
Honda,Pilot,2003,1074000,131486,Abuja,automatic,Petrol,D,Nigerian used,18
Toyota,Sienna,2004,1690000,178093,Lagos,automatic,Petrol,D,Nigerian used,17
Mercedes-Benz,C240,2005,2586000,138611,PortHarcourt,automatic,Petrol,D,Foreign used,16
Ford,Escape,2014,3706000,185152,Abuja,automatic,Petrol,C,Nigerian used,7
Lexus,Rx 350,2007,2810000,219978,Lagos,automatic,Petrol,D,Nigerian used,14
Acura,Mdx,2004,1354000,97953,Lagos,automatic,Petrol,E,Nigerian used,17
Toyota,Camry,2001,906000,266654,PortHarcourt,automatic,Petrol,D,Nigerian used,20
Lexus,Rx 300,1999,1130000,137179,Ilorin,automatic,Petrol,E,Nigerian used,22
Toyota,Sienna,2005,2250000,211757,Lagos,automatic,Petrol,D,Nigerian used,16
Toyota,Rav4,2002,1690000,42190,Abuja,automatic,Petrol,C,Nigerian used,19
Lexus,Rx,2011,5610000,74903,Abuja,automatic,Petrol,C,Nigerian used,10
Hyundai,Accent,2014,1802000,66399,Lagos,automatic,Petrol,D,Nigerian used,7
Mercedes-Benz,C300,2008,5050000,112336,Abuja,automatic,Petrol,C,Foreign used,13
Toyota,Tundra,2004,2082000,12774,Lagos,automatic,Petrol,D,Nigerian used,17
Toyota,Highlander,2010,3482000,63487,Ibadan,automatic,Petrol,E,Nigerian used,11
Suzuki,Grand Vitara,2009,2810000,126285,Lagos,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,C300,2011,2922000,78609,Lagos,automatic,Petrol,C,Nigerian used,10
Toyota,Rav4,2002,1354000,183187,Lagos,automatic,Petrol,D,Nigerian used,19
Dodge,Avenger,2008,2250000,103798,Abuja,automatic,Petrol,D,Nigerian used,13
Lexus,Rx 330,2004,3146000,139832,Lagos,automatic,Petrol,D,Nigerian used,17
Kia,Rio,2014,1802000,111663,Lagos,automatic,Petrol,D,Nigerian used,7
Landrover,Lr2,2008,2418000,146427,Lagos,automatic,Petrol,D,Foreign used,13
Toyota,Venza,2011,4602000,61500,Lagos,automatic,Petrol,D,Nigerian used,10
Toyota,Camry,2008,2026000,84213,Lagos,automatic,Petrol,D,Nigerian used,13
Lexus,Es 350,2008,3258000,164023,Lagos,automatic,Petrol,C,Nigerian used,13
Toyota,Avalon,2014,5386000,50000,Abuja,automatic,Petrol,B,Nigerian used,7
Lexus,Gs 300,2006,2474000,211792,Lagos,automatic,Petrol,E,Nigerian used,15
