manufacturer,model,type,year,price,mileage,location,transmission,fuel_type,grade,car_condition
Ford,F-150,Truck,2005.0,5050000,89999.0,Abuja,automatic,Petrol,C,Foreign used
Toyota,Corolla,Sedan,2008.0,1354000,195409.0,PortHarcourt,manual,Petrol, ,Nigerian used
Toyota,Matrix,Hatchback,2003.0,1410000,299999.0,Abuja,automatic,Petrol,D,Nigerian used
Toyota,Rav4,Suv,2009.0,4397500,120620.0,Lagos,automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,2012.0,2362000,171680.0,Abuja,automatic,Petrol,C,Nigerian used
Mercedes-Benz,Ml350,Suv,2008.0,2474000,148695.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Land Cruiser Prado,Suv,2010.0,5050000,227783.0,Abuja,manual,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2007.0,2082000,137182.0,Lagos,automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,2003.0,1242000,320691.0,Kaduna,automatic,Petrol, ,Nigerian used
Honda,Cr-V,Suv,2003.0,1130000,202820.0,Lagos,automatic,Petrol,E,Nigerian used
Honda,Cr-V,Suv,2015.0,8970000,52059.0,Lagos,automatic,Petrol,C,Nigerian used
Volkswagen,Jetta,Sedan,2005.0,1634000,234714.0,Lagos,automatic,Petrol,D,Foreign used
Acura,Mdx,Mpv,2006.0,1208400,206726.0,Kaduna,automatic,Petrol,D,Nigerian used
Toyota,Venza,Suv,2009.0,6674000,135692.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Land Cruiser Prado,Suv,2007.0,5386000,97654.0,Abuja,manual,Petrol,C,Nigerian used
Honda,Accord,Sedan,2000.0,962000,150112.0,Lagos,automatic,Petrol,D,Nigerian used
Honda,Civic,Sedan,2008.0,1466000,1.0,Lagos,automatic,Petrol,C,Nigerian used
Hyundai,Azera,Sedan,2014.0,6170000,66122.0,Abuja,automatic,Petrol,C,Foreign used
Lexus,Is 250,Sedan,2007.0,3482000,160797.0,Lagos,automatic,Petrol,D,Foreign used
BMW,320i,Sedan,2006.0,1410000,132173.0,Kaduna,automatic,Petrol,C,Nigerian used
Nissan,Xterra,Mpv,2002.0,962000,269326.0,Lagos,automatic,Petrol,D,Nigerian used
Kia,Rio,Sedan,2013.0,1219600,128256.0,Lagos,manual,Petrol,D,Nigerian used
Honda,Accord,Sedan,2000.0,738000,100537.0,PortHarcourt,manual,Petrol, ,Nigerian used
Mercedes-Benz,S500,Sedan,2014.0,39210000,13123.0,Lagos,automatic,Petrol,C,Nigerian used
Peugeot,307,Hatchback,2004.0,1410000,264627.0,Abuja,automatic,Petrol,C,Foreign used
Mercedes-Benz,G500,Suv,2013.0,33610000,61744.0,Lagos,automatic,Petrol,C,Nigerian used
Kia,Sportage,Suv,2008.0,1354000,153348.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Corolla,Truck,2008.0,1970000,79302.0,Lagos,automatic,Petrol,D,Nigerian used
Mercedes-Benz,E280,Sedan,1998.0,1074000,189935.0,Kaduna,automatic,Petrol,D,Nigerian used
Nissan,Pathfinder,Suv,2007.0,1578000,1.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2008.0,3370000,81772.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2010.0,4042000,126933.0,Lagos,automatic,Petrol,C,Foreign used
Chevrolet,Optra,Sedan,2009.0,2250000,153503.0,Ibadan,automatic,Petrol,D,Nigerian used
Lexus,Es 350,Sedan,2007.0,3370000,78430.0,Asaba,automatic,Petrol,D,Nigerian used
Mercedes-Benz,C200,Sedan,2001.0,1242000,232148.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Volvo,V70,Sedan,2001.0,1354000,157881.0,Ibadan,automatic,Petrol,D,Nigerian used
Ford,Edge,Suv,2008.0,3370000,157768.0,Lagos,automatic,Petrol,D,Foreign used
Ford,Explorer,Truck,2002.0,1858000,188868.0,Abuja,manual,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2010.0,3930000,126442.0,Lagos,automatic,Petrol,C,Foreign used
Volvo,Xc90,Suv,2005.0,1354000,187885.0,Lagos,automatic,Petrol,C,Nigerian used
Skoda,Octavia,Sedan,2008.0,1160000,56632.0,PortHarcourt,automatic,Petrol, ,Nigerian used
BMW,X3,Suv,2005.0,1970000,153436.0,Kaduna,automatic,Petrol,D,Nigerian used
Dodge,Challenger,Coupe,2011.0,7290000,212207.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2006.0,3146000,244434.0,Kaduna,automatic,Petrol, ,Foreign used
Honda,Cr-V,Suv,1998.0,603600,185395.0,Ilorin,manual,Petrol,D,Nigerian used
Mercedes-Benz,GL450,Suv,2008.0,5274000,134773.0,PortHarcourt,automatic,Petrol, ,Foreign used
Toyota,Matrix,Hatchback,2006.0,1466000,256000.0,Lagos,automatic,Petrol,E,Nigerian used
Volvo,Xc90,Suv,2005.0,1130000,156542.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Subaru,Impreza,Sedan,2010.0,1466000,73731.0,Lagos,automatic,Petrol,C,Nigerian used
Hyundai,Sonata,Sedan,2007.0,1466000,216438.0,Lagos,automatic,Petrol,D,Nigerian used
Peugeot,301,Sedan,2013.0,1578000,101028.0,Onitsha,automatic,Petrol,C,Nigerian used
Honda,Accord,Sedan,2003.0,906000,221995.0,Abuja,automatic,Petrol,C,Nigerian used
Ford,Focus,Sedan,2012.0,1690000,82615.0,Lagos,automatic,Petrol, ,Nigerian used
Toyota,Corolla,Sedan,2005.0,2586000,165172.0,Abuja,automatic,Petrol,C,Nigerian used
Toyota,Matrix,Hatchback,2005.0,1466000,122608.0,Kaduna,automatic,Petrol, ,Nigerian used
Toyota,4Runner,Suv,2004.0,1578000,124887.0,Lagos,automatic,Petrol, ,Nigerian used
Toyota,Sienna,Mpv,1999.0,2026000,110841.0,Ilorin,automatic,Petrol,E,Foreign used
Toyota,Sienna,Mpv,2011.0,2754000,128270.0,Lagos,automatic,Petrol,D,Nigerian used
Honda,Pilot,Suv,2004.0,1466000,156625.0,Ibadan,automatic,Petrol,E,Nigerian used
Chevrolet,Avalanche,Pickup,2004.0,2026000,225229.0,Abuja,automatic,Petrol,D,Nigerian used
Acura,Mdx,Suv,2007.0,2250000,154168.0,PortHarcourt,automatic,Petrol,E,Nigerian used
Kia,Rio,Sedan,2012.0,1466000,38154.0,PortHarcourt,manual,Petrol, ,Nigerian used
Honda,Pilot,Suv,2009.0,2250000,286504.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Honda,Odyssey,Mpv,2009.0,3930000,121476.0,PortHarcourt,automatic,Petrol, ,Foreign used
Lexus,Rx 330,Suv,2005.0,2474000,127853.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Dodge,Caravan,Mpv,2001.0,682000,289017.0,Ibadan,triptonic,Petrol,D,Nigerian used
Infiniti,Qx,Suv,1998.0,906000,232562.0,Kaduna,automatic,Petrol,E,Nigerian used
Nissan,Frontier,Truck,2014.0,2250000,164570.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Lexus,Rx 300,Suv,2001.0,2026000,103408.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Honda,Cr-V,Suv,2007.0,1610000,141545.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Sienna,Suv,2002.0,1018000,158884.0,Abuja,automatic,Petrol,D,Nigerian used
Honda,Pilot,Suv,2004.0,1354000,192288.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2006.0,4042000,165837.0,Lagos,automatic,Petrol, ,Foreign used
Hyundai,Tucson,Suv,2007.0,2978000,165589.0,Abuja,automatic,Petrol,D,Foreign used
Acura,Mdx,Suv,2019.0,24650000,27755.0,Lagos,automatic,Petrol, ,Nigerian used
Toyota,Avensis,Sedan,2013.0,2810000,108353.0,Lagos,automatic,Petrol,C,Nigerian used
Honda,Civic,Sedan,2009.0,2810000,111220.0,Abuja,automatic,Petrol,C,Foreign used
Lexus,Rx 350,Suv,2007.0,5386000,97192.0,Lagos,automatic,Petrol,D,Foreign used
Honda,Accord,Sedan,2006.0,1018000,163674.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2009.0,3482000,125660.0,Abuja,automatic,Petrol,D,Foreign used
Mercedes-Benz,Ml350,Suv,2011.0,7290000,181234.0,Lagos,automatic,Petrol,C,Foreign used
Honda,Accord Crosstour,Suv,2011.0,1802000,84402.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,2003.0,962000,254491.0,Abuja,automatic,Petrol,D,Nigerian used
Hyundai,Accent,Sedan,2013.0,1802000,102818.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Rav4,Suv,2006.0,3146000,66082.0,Abuja,automatic,Petrol,D,Nigerian used
Nissan,Altima,Sedan,2009.0,3370000,233290.0,Lagos,automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,2014.0,5386000,77181.0,Kaduna,automatic,Petrol, ,Foreign used
Chevrolet,Cruze,Sedan,2011.0,1466000,248334.0,Lagos,manual,Petrol,C,Foreign used
Toyota,Highlander,Suv,2006.0,2474000,184742.0,Abuja,automatic,Petrol,D,Nigerian used
Toyota,Corolla,Sedan,2010.0,3258000,91348.0,Lagos,automatic,Petrol,D,Foreign used
Toyota,4Runner,Sedan,2004.0,1690000,194666.0,Lagos,automatic,Petrol,D,Nigerian used
Lexus,Is 250,Sedan,2006.0,2082000,113231.0,Abuja,manual,Petrol,D,Nigerian used
Toyota,Highlander,Mpv,2008.0,5386000,94546.0,Abuja,automatic,Petrol,D,Foreign used
Kia,Rio,Sedan,2012.0,906000,122570.0,Lagos,manual,Petrol,E,Nigerian used
Honda,Cr-V,Crossover,2006.0,1466000,97944.0,Lagos,automatic,Petrol, ,Nigerian used
Volkswagen,Passat,Sedan,1998.0,570000,480286.0,Abuja,manual,Petrol,D,Nigerian used
Honda,Pilot,Suv,2003.0,906000,230911.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,2014.0,4490000,102837.0,Ibadan,automatic,Petrol,C,Foreign used
Mercedes-Benz,Ml350,Suv,2012.0,9418000,91619.0,Lagos,automatic,Petrol,E,Nigerian used
Infiniti,Fx,Crossover,2005.0,2250000,126293.0,Lagos,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2009.0,2698000,87258.0,Abuja,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2007.0,2922000,85080.0,Lagos,automatic,Petrol,C,Foreign used
Toyota,HiAce,Bus,2005.0,10090000,269895.0,Abuja,automatic,Petrol,C,Nigerian used
Honda,Accord,Sedan,2007.0,1130000,213802.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Hyundai,Santa Fe,Suv,2013.0,4490000,42048.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Sienna,Suv,2000.0,1074000,176148.0,Ilorin,automatic,Petrol,D,Nigerian used
Hyundai,Sonata,Sedan,2015.0,6730000,126473.0,Lagos,automatic,Petrol, ,Foreign used
Mercedes-Benz,R350,Mpv,2008.0,6170000,188429.0,Lagos,automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,2008.0,1354000,134212.0,Lagos,automatic,Petrol,E,Nigerian used
Mercedes-Benz,E550,Sedan,2011.0,13450000,104408.0,Abuja,automatic,Petrol,C,Foreign used
Honda,Accord,Coupe,2009.0,1690000,43810.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Venza,Suv,2015.0,11770000,153176.0,Lagos,automatic,Petrol,D,Foreign used
Honda,Accord,Sedan,2002.0,458000,203157.0,Lagos,automatic,Petrol,E,Nigerian used
Toyota,Corolla,Sedan,2013.0,3930000,134455.0,Abuja,automatic,Petrol,D,Foreign used
Toyota,Camry,Sedan,1994.0,626000,192669.0,Ilorin,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2017.0,8074000,43258.0,Abuja,automatic,Petrol,B,Foreign used
Mazda,Cx-9,Suv,2010.0,5610000,92584.0,Abuja,automatic,Petrol,E,Nigerian used
Toyota,Land Cruiser,Suv,2005.0,2250000,172534.0,Lagos,automatic,Petrol,C,Nigerian used
Honda,Cr-V,Mpv,2008.0,3258000,220640.0,Kaduna,automatic,Petrol,C,Foreign used
Lexus,ES300,Sedan,2002.0,2474000,166392.0,Lagos,automatic,Petrol, ,Foreign used
Toyota,Camry,Sedan,2002.0,1432400,165271.0,Kaduna,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2013.0,4714000,280462.0,Lagos,automatic,Petrol,D,Nigerian used
Honda,Ridgeline,Pickup,2006.0,2250000,169512.0,Kaduna,automatic,Petrol, ,Nigerian used
Toyota,Avalon,Sedan,2008.0,2306000,95854.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2008.0,1578000,298281.0,Lagos,automatic,Electric,D,Nigerian used
Nissan,370 z,Convertible,2006.0,1690000,117902.0,PortHarcourt,automatic,Petrol, ,Foreign used
Lexus,ES330,Sedan,2006.0,1914000,125892.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Matrix,Hatchback,2009.0,3818000,122390.0,Lagos,automatic,Petrol,D,Foreign used
Infiniti,G,Sedan,2006.0,1970000,104263.0,Lagos,automatic,Petrol,C,Foreign used
Lexus,Is 250,Sedan,2006.0,3594000,227483.0,Abuja,automatic,Petrol,D,Nigerian used
Mercedes-Benz,C300,Sedan,2011.0,5610000,160920.0,Asaba,automatic,Petrol,C,Foreign used
Audi,A7,Suv,2012.0,5610000,129401.0,Abuja,automatic,Petrol,C,Nigerian used
Peugeot,607,Sedan,2009.0,1522000,238833.0,Abuja,automatic,Petrol,D,Nigerian used
Toyota,Rav4,Crossover,2013.0,5946000,79007.0,Lagos,automatic,Petrol, ,Nigerian used
Mercedes-Benz,C300,Sedan,2009.0,3034000,115567.0,Kaduna,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2015.0,6730000,22481.0,Lagos,automatic,Petrol, ,Foreign used
Toyota,Fj Cruiser,Suv,2008.0,7290000,85934.0,Kaduna,automatic,Petrol,D,Nigerian used
Mercedes-Benz,C300,Sedan,2011.0,2922000,55813.0,Abuja,automatic,Petrol,C,Nigerian used
Landrover,Range Rover Sport,Suv,2006.0,2250000,103369.0,Lagos,automatic,Petrol, ,Nigerian used
Honda,Cr-V,Suv,2000.0,906000,160522.0,Lagos,manual,Petrol,D,Foreign used
Toyota,Avalon,Sedan,2005.0,2250000,227036.0,Lagos,automatic,Petrol,E,Nigerian used
Toyota,Yaris,Sedan,2009.0,2586000,176691.0,Lagos,automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2011.0,3370000,76900.0,Lagos,automatic,Petrol, ,Foreign used
Toyota,Corolla,Sedan,2003.0,2250000,280020.0,Lagos,automatic,Petrol,E,Foreign used
Acura,Tl,Sedan,2011.0,3700000,137009.0,Lagos,automatic,Petrol,C,Foreign used
Hyundai,Accent,Sedan,2012.0,1400000,129674.0,Lagos,automatic,Petrol,E,Nigerian used
Ford,Edge,Suv,2007.0,2026000,229948.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Skoda,Octavia,Hatchback,1999.0,1130000,208759.0,Abuja,manual,Petrol,D,Nigerian used
Ford,F-150,Pickup,2007.0,4938000,201615.0,Lagos,automatic,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2008.0,4490000,109881.0,Lagos,automatic,Petrol,C,Nigerian used
Lexus,Es 350,Sedan,2007.0,4266000,190713.0,Abuja,automatic,Petrol,C,Nigerian used
Lexus,Is 250,Sedan,2006.0,2586000,183187.0,Ibadan,automatic,Petrol,D,Nigerian used
Honda,Odyssey,Mpv,2001.0,1018000,1.0,Lagos,automatic,Petrol,C,Nigerian used
Mitsubishi,Outlander,Suv,2013.0,2810000,163633.0,Lagos,automatic,Petrol,C,Foreign used
Hyundai,Elantra,Sedan,2009.0,1354000,238651.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Mercedes-Benz,C300,Sedan,2009.0,3146000,176024.0,Abuja,automatic,Petrol,C,Nigerian used
Mercedes-Benz,S550,Sedan,2008.0,6730000,93039.0,Abuja,automatic,Petrol,C,Foreign used
Toyota,Corolla,Sedan,2008.0,2810000,118274.0,Abuja,automatic,Petrol,C,Nigerian used
Mercedes-Benz,Ml350,Suv,2007.0,2810000,175899.0,Abuja,automatic,Petrol,C,Nigerian used
Hyundai,Santa Fe,Suv,2003.0,1354000,102993.0,Lagos,automatic,Petrol,D,Foreign used
Ford,Focus,Crossover,2014.0,1802000,126355.0,Abuja,automatic,Petrol,D,Nigerian used
Toyota,Ipsum,Mpv,2004.0,850000,178668.0,Abuja,automatic,Petrol,E,Nigerian used
Chrysler,Pacifica,Suv,2005.0,1690000,213405.0,Abuja,automatic,Petrol,D,Nigerian used
Toyota,4Runner,Suv,2013.0,7290000,47444.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2007.0,3370000,154987.0,Lagos,automatic,Petrol, ,Foreign used
Toyota,Matrix,Hatchback,2003.0,1522000,212282.0,Kaduna,automatic,Petrol,C,Nigerian used
Toyota,Avanza,Mpv,2007.0,906000,183181.0,PortHarcourt,automatic,Petrol,C,Nigerian used
Hyundai,Ix35,Suv,2012.0,3258000,62555.0,Onitsha,automatic,Petrol,C,Nigerian used
Toyota,4Runner,Suv,2004.0,1914000,144156.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Honda,Odyssey,Mpv,2002.0,2474000,225823.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Corolla,Hatchback,2018.0,6730000,4051.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2004.0,1242000,136185.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,1999.0,626000,999999.0,Kaduna,automatic,Petrol,D,Nigerian used
Hyundai,Sonata,Sedan,2012.0,1914000,124050.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Avalon,Sedan,2003.0,1354000,310129.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Kia,Optima,Sedan,2009.0,1130000,101789.0,Lagos,manual,Petrol,D,Nigerian used
Nissan,Almera,Sedan,2013.0,1802000,119882.0,Abuja,automatic,Petrol, ,Nigerian used
Infiniti,Fx,Suv,2008.0,1641250,144575.0,Lagos,automatic,Petrol, ,Nigerian used
BMW,X5,Suv,2012.0,4490000,54787.0,Abuja,automatic,Petrol,D,Nigerian used
Honda,Odyssey,Mpv,2005.0,1800000,176813.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Corolla,Sedan,2003.0,1690000,202413.0,PortHarcourt,automatic,Petrol, ,Nigerian used
BMW,X6,Suv,2015.0,19050000,65713.0,Lagos,automatic,Petrol,C,Nigerian used
Mercedes-Benz,E350,Sedan,2010.0,5834000,27859.0,Kaduna,automatic,Petrol,C,Nigerian used
Mercedes-Benz,GLC 300,Mpv,2020.0,53770000,4455.0,Lagos,automatic,Petrol,C,Foreign used
Mercedes-Benz,Ml350,Suv,2008.0,3157000,152419.0,Asaba,automatic,Petrol,E,Nigerian used
Landrover,HSE,Suv,2007.0,1690000,81842.0,Lagos,automatic,Petrol,E,Nigerian used
Nissan,Murano,Suv,2007.0,2474000,186214.0,Lagos,automatic,Petrol,D,Foreign used
Toyota,Highlander,Suv,2008.0,3706000,307494.0,Abuja,automatic,Petrol,C,Nigerian used
Mercedes-Benz,E320,Sedan,2006.0,1242000,999999.0,Kaduna,automatic,Petrol,D,Nigerian used
Toyota,Corolla,Hatchback,2002.0,1690000,244706.0,Abuja,automatic,Petrol,C,Nigerian used
Toyota,Highlander,Suv,2015.0,12330000,24502.0,Abuja,automatic,Petrol,B,Nigerian used
Toyota,Camry,Sedan,2007.0,2250000,107032.0,Lagos,automatic,Petrol,E,Nigerian used
Toyota,Highlander,Suv,2002.0,1690000,255895.0,Abuja,automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2009.0,3706000,230153.0,Lagos,automatic,Petrol,C,Foreign used
Honda,Ridgeline,Truck,2007.0,2250000,234499.0,Ilorin,automatic,Petrol,C,Nigerian used
Hyundai,Elantra,Sedan,2014.0,2474000,106191.0,Lagos,automatic,Petrol,D,Nigerian used
Mercedes-Benz,C350,Sedan,2009.0,3594000,97766.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Corolla,Sedan,2008.0,1634000,135365.0,Lagos,automatic,Petrol,D,Nigerian used
Ford,F-150,Pickup,2012.0,7290000,66752.0,Lagos,automatic,Petrol,C,Foreign used
Toyota,Corolla,Sedan,2014.0,4266000,42158.0,Lagos,automatic,Petrol,E,Nigerian used
Nissan,Pathfinder,Suv,2002.0,1018000,223781.0,Abuja,automatic,Petrol,C,Nigerian used
Mercedes-Benz,GL450,Suv,2009.0,3930000,54233.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,4Runner,Suv,2007.0,3594000,92021.0,Abuja,automatic,Petrol,C,Nigerian used
Toyota,Land Cruiser,Suv,2008.0,10314000,186168.0,Abuja,automatic,Petrol,C,Nigerian used
Lexus,ES330,Sedan,2006.0,2362000,105743.0,Lagos,automatic,Petrol,C,Nigerian used
Mercedes-Benz,C300,Sedan,2008.0,3034000,93936.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Lexus,Is 250,Sedan,2008.0,3818000,72429.0,Lagos,automatic,Petrol, ,Foreign used
Volvo,S40,Sedan,2005.0,1522000,203375.0,Lagos,automatic,Petrol,C,Nigerian used
Hyundai,H1,Bus,2009.0,570000,266306.0,Ilorin,manual,Petrol,D,Nigerian used
Mitsubishi,Montero,Suv,2003.0,1186000,145224.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Avalon,Sedan,2001.0,794000,99999.0,Kaduna,automatic,Petrol,E,Nigerian used
Honda,Accord,Sedan,2003.0,1018000,175473.0,Abuja,automatic,Petrol,D,Nigerian used
Toyota,Highlander,Suv,2010.0,3947500,60036.0,Lagos,automatic,Petrol, ,Nigerian used
Mercedes-Benz,GLK350,Suv,2013.0,9866000,69029.0,Lagos,automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2018.0,10650000,14341.0,Kaduna,automatic,Petrol,C,Nigerian used
Honda,Accord,Sedan,2015.0,5834000,72329.0,Lagos,automatic,Petrol, ,Foreign used
Ford,Taurus,Sedan,2012.0,4042000,123705.0,Lagos,automatic,Petrol,D,Foreign used
Nissan,Quest,Mpv,2006.0,906000,109665.0,Lagos,automatic,Petrol,D,Nigerian used
Honda,Accord Crosstour,Suv,2010.0,2698000,77442.0,Abuja,automatic,Petrol,C,Nigerian used
BMW,3 Series,Sedan,2008.0,2250000,182764.0,Abuja,automatic,Petrol,C,Nigerian used
Kia,Sportage,Suv,2012.0,3370000,97287.0,Lagos,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2002.0,1466000,312751.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2006.0,1802000,218089.0,PortHarcourt,automatic,Petrol,C,Nigerian used
Mercedes-Benz,C250,Sedan,2013.0,6506000,89423.0,Lagos,automatic,Petrol, ,Foreign used
Toyota,Corolla,Sedan,2003.0,1690000,199765.0,Kaduna,automatic,Petrol,E,Nigerian used
Mercedes-Benz,E350,Sedan,2010.0,3146000,163762.0,Abuja,automatic,Petrol,D,Nigerian used
Toyota,Matrix,Hatchback,2003.0,1522000,146352.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Avalon,Sedan,2007.0,1802000,189466.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Acura,Mdx,Suv,2001.0,1130000,159667.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Lexus,Is 250,Sedan,2008.0,2586000,194800.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2009.0,2250000,209614.0,Lagos,automatic,Petrol,D,Nigerian used
Mercedes-Benz,GL450,Suv,2007.0,4490000,89535.0,Lagos,automatic,Petrol,D,Nigerian used
Nissan,Pathfinder,Suv,2007.0,1578000,94806.0,Lagos,automatic,Petrol,E,Nigerian used
Honda,Accord,Sedan,2003.0,1018000,104520.0,Abuja,automatic,Petrol,D,Nigerian used
Mercedes-Benz,C240,Sedan,2005.0,1018000,174446.0,Abuja,automatic,Petrol,D,Nigerian used
Volkswagen,Golf,Hatchback,2012.0,2250000,142533.0,Abuja,automatic,Petrol,E,Nigerian used
Kia,Cerato,Sedan,2014.0,2474000,137240.0,Abuja,automatic,Petrol,C,Foreign used
Hyundai,Elantra,Sedan,2013.0,2250000,123903.0,Abuja,automatic,Petrol,E,Nigerian used
Mercedes-Benz,GLK350,Suv,2012.0,5050000,139598.0,Abuja,automatic,Petrol,C,Nigerian used
Toyota,Avensis,Sedan,2010.0,2922000,125227.0,Abuja,automatic,Petrol,C,Nigerian used
Toyota,Camry,Bus,2007.0,2698000,74415.0,Abuja,automatic,Petrol,C,Nigerian used
Ford,Edge,Mpv,2007.0,1578000,337013.0,Kaduna,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2002.0,1242000,160249.0,Lagos,automatic,Petrol,E,Nigerian used
Honda,Cr-V,Suv,2006.0,1914000,219578.0,Abuja,automatic,Petrol,C,Nigerian used
Audi,A6,Hatchback,2003.0,637200,229504.0,Ibadan,automatic,Petrol,D,Nigerian used
Mercedes-Benz,CLS 350,Sedan,2008.0,3370000,187822.0,Lagos,automatic,Petrol,D,Nigerian used
Honda,Accord,Sedan,2008.0,1150000,242062.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Hyundai,Elantra,Sedan,2017.0,6730000,51735.0,Lagos,automatic,Petrol, ,Foreign used
Toyota,Sienna,Mpv,2004.0,1690000,297229.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Dodge,Caliber,Mpv,2009.0,1242000,119496.0,PortHarcourt,automatic,Petrol,C,Nigerian used
Nissan,Pathfinder,Suv,2007.0,1130000,143686.0,Asaba,automatic,Petrol,D,Nigerian used
Volkswagen,Passat,Sedan,2014.0,1802000,84477.0,Lagos,automatic,Petrol,C,Nigerian used
Kia,Rio,Hatchback,2005.0,794000,124436.0,Abuja,automatic,Petrol,E,Nigerian used
Honda,Cr-V,Crossover,2012.0,3370000,182755.0,Kaduna,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2018.0,15690000,34631.0,Lagos,triptonic,Petrol,D,Foreign used
Honda,Pilot,Mpv,2013.0,5722000,73438.0,Kaduna,automatic,Petrol, ,Foreign used
Toyota,Camry,Sedan,2003.0,1578000,134324.0,Abuja,automatic,Petrol,C,Nigerian used
BMW,X3,Suv,2004.0,2250000,176430.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Lexus,GX470,Suv,2008.0,3034000,115883.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2004.0,1802000,226674.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Corolla,Sedan,2010.0,2026000,175309.0,Lagos,automatic,Petrol, ,Nigerian used
Jaguar,Xj,Sedan,2011.0,20170000,6856.0,Abuja,automatic,Petrol,B,Nigerian used
Toyota,Camry,Sedan,2011.0,2586000,120089.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2000.0,794000,181052.0,PortHarcourt,automatic,Petrol,E,Nigerian used
Toyota,Highlander,Suv,2011.0,4826000,178127.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Venza,Suv,2011.0,4490000,83701.0,Kaduna,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2011.0,4266000,83983.0,Abuja,automatic,Petrol,C,Foreign used
